GENE,Human,Chimpanzee,Gorilla,Macaque,Marmoset,Mouse Lemur,Rat,Mouse,Rabbit,Cow,Pig,Cat,Microbat,Horse,Opossum,Platypus,Chicken,Zebra Finch,Chinese softshell turtle,Anole lizard,Xenopus,Medaka,Tetraodon,Fugu,Cod,Zebrafish,Spotted gar,Lamprey,C.savignyi,C.intestinalis,Fruitfly,C. elegans,S. cerevisiae
BNC1#ENSG00000169594,100,98.9,99.4,97.1,93,91.2,84.7,85.1,79.5,80.7,86.6,79.7,78.2,88,70.6,37.8,66.1,65.7,65.9,57.7,56.8,45.9,41.5,47.4,32.6,45.4,51.5,0,0,11.8,17.3,6.7,
ATF6#ENSG00000118217,100,99.4,98.5,87.9,78.8,94.9,83.3,81.9,91.6,78.7,77,75.1,62.8,90.6,77,46.7,61,56.9,56.4,51.8,43.9,33.3,23.9,40.1,29.1,42.4,48.8,0,11.2,14.5,19.7,0,
CBX2#ENSG00000173894,100,99.6,99.4,97.2,91,87.8,81.8,83.1,72.4,86.1,84.6,63.9,78.4,79.7,72.7,31,62.6,29.1,57.7,63.3,44.5,38,34.4,37.4,33.1,42.7,48.3,0,0,0,15.6,0,
ZFP91#ENSG00000186660,100,98.8,80.5,97.4,87.9,76,88.2,90.2,71.8,87,76,75.8,94,96.5,79.8,37.5,39.8,63,61.1,67.4,31.2,35.6,36.5,37.9,20,40.5,40.5,0,0,0,7.7,0,
PHF20#ENSG00000025293,100,99.5,93,99,97,93.3,88.1,88.6,91.8,91.7,70.1,51.9,88.7,89.7,68.9,50.6,64.7,67.3,67.9,64.5,57.3,39.9,39.9,37.8,37.9,39.7,45.8,1.4,0.8,1.3,2,0,
BCL11B#ENSG00000127152,100,99.9,96.6,98.8,91.8,97.1,88.5,89.5,48.8,95.6,74.9,13.9,64.4,48.3,79.8,81.7,8.7,79.8,81.4,8.9,72.8,61.2,57.2,58.6,56.9,62,71.3,0,0,14.9,14.5,9.5,
NR2F6#ENSG00000160113,100,99.8,0,94.6,94.1,98.3,92.3,91.8,0,98.8,99,64.1,91.6,0,83.2,62.4,76,61.6,81.2,0,78.7,74.8,74,74,71.5,74.8,77.2,0,0,0,0,33.7,
SHOX2#ENSG00000168779,100,89.9,99.7,93.2,98.6,96.9,65.6,91.5,53.5,91.8,88.7,65.6,74.9,22.8,60.6,53.2,71.3,32.7,78.6,35.2,74.9,47.9,69,40.6,45.1,71,69,0,0,0,40.8,0,
PRDM13#ENSG00000112238,100,99.6,99,82.6,93.8,93.4,83,83.2,88.3,90.4,88.1,67.5,83.5,29.8,75.5,8.5,34.5,21.5,62,53.6,55.7,52.3,52.6,52.8,52.6,52.3,53.2,0,0,0,18.7,0,
ZNF503#ENSG00000165655,100,99.2,99.2,99.2,96.6,95.4,94.9,95.7,93.7,78.8,88.4,96.7,93.7,73.8,93.8,0,35.9,73.1,0,66.4,61,66.7,67.6,66.6,66.7,68.3,71.5,0,13.3,0,0,0,
MYOD1#ENSG00000129152,100,99.4,99.4,96.9,95.6,94.4,87.2,88.1,71.3,91.6,93.1,92.5,90.6,92.2,71.9,0,60.3,60,0,62.5,48.4,52.5,51.9,50,42.5,53.8,54.1,0,25,25,28.1,18.1,
ZNF384#ENSG00000126746,100,99.8,100,98.4,99.1,98.8,95.8,96,98.6,97.1,96.5,98.3,97.6,97.9,88.4,0,66,76.3,0,75.7,55.1,50.8,51.6,51.8,48.2,51.1,53.4,0,4.9,19.4,29.3,20.6,
GATAD2B#ENSG00000143614,100,99.8,99.8,100,94.3,96.6,98.3,98.3,99.2,99,99.7,97.8,99,99.5,97.6,0,95.1,47.6,28.7,91.9,62.7,63.6,68.1,66.1,60.5,72.7,73,0,0,28.2,29.7,18.9,
HOXD10#ENSG00000128710,100,99.7,100,99.7,99.4,99.7,98.8,98.8,99.7,99.4,99.1,100,99.7,99.1,92.6,0,91.8,62.6,36.2,87.6,85.6,65.6,50,47.4,53.2,52.4,52.4,16.5,24.1,21.8,18.2,0,
FOXN2#ENSG00000170802,100,100,97.4,98.6,97,94.7,83.8,84.5,94,93,93,93,91.9,92.8,87,0,83.8,44.5,79.1,75.4,71,52,51.7,51.5,44.5,45.9,55.7,20.9,31.8,32.5,30.6,0,
FOXN3#ENSG00000053254,100,99.8,99.8,99.6,99,96.1,92.7,88.8,93.3,38,94.5,94.5,91.2,95.7,69.4,35.5,89,56.1,89.4,88.2,82.2,54.3,25.1,54.1,31.6,66.9,72.9,23.1,34.5,34.1,31.4,0,
IRF2#ENSG00000168310,100,99.4,100,99.1,96,94.6,92.3,92.6,92.3,91.4,94.8,95.7,91.7,95.7,91.1,34.1,83.1,81.9,67.6,61.9,66.5,48.1,0,50.1,47.3,55.3,63,24.4,22.3,22.1,0,0,
ELF2#ENSG00000109381,100,98,87.2,99.7,99.2,98.5,92.6,91.9,93.6,95.3,53,85.7,97.3,98.1,90.2,56.7,85.3,87,88.5,84.1,72.5,50.9,45,44.5,34.4,58.9,61,19.9,12.6,19.4,21.4,17.7,
POU2F3#ENSG00000137709,100,86.3,96.8,96.3,95.9,91.6,89,90.2,92.2,84,48.9,81.5,71,86.5,74,63.5,76.5,76.9,71.9,66.9,68.9,35.4,56.2,54.3,35.8,58.2,61,0,0,0,37.9,29,
SREBF2#ENSG00000198911,100,99.2,99.2,91.6,59.4,94,91.5,91.2,90.7,88.3,71.8,89.7,89.5,90.3,80.7,70.8,78.4,78.5,49.5,79.1,66.9,50.6,49.4,48.6,45.6,47.5,46.5,6.2,20.6,8.7,27.4,19.4,
NFATC2#ENSG00000101096,100,97.7,98.4,95.5,39.7,84.9,90.7,89.9,86.6,90.8,92,76.5,88.1,92.4,78.8,79.7,61.9,75.5,74.5,72.9,64,51.1,49,50.6,29.1,51.9,57.1,14.2,0,0,18.5,0,
RORA#ENSG00000069667,100,99.5,99.6,94.6,81.8,85.1,82.2,84,82,84.9,73.6,82.9,82.7,82.2,81.8,81.7,81.3,81.5,81.5,67.6,74.5,75.9,76.1,76.8,75.7,75.5,77.3,0,37.8,39.6,30.9,24.8,
PBX3#ENSG00000167081,100,94.5,98.8,80.2,100,75.1,99.8,99.8,82.7,79,82.7,79,77.9,41.7,82.7,78.8,97.9,94.9,95.9,43.5,77.6,93.1,87.8,72.8,69.6,79.5,95.9,0,57.6,56.5,59.7,43.1,
PBX1#ENSG00000185630,100,100,100,100,99.8,80.5,79.5,100,79.5,100,79.5,79.3,80,79.8,72.6,74,98.4,79.5,84.4,96,87.2,90.9,70.5,92.8,87.2,91.4,59.8,0,57.7,56.3,61.2,43.5,
RBPJ#ENSG00000168214,100,100,99.8,97.4,99.2,93.6,92.2,97.8,94.4,95.8,95.8,92.2,95.4,95.8,93.8,93.6,73.4,93,90.6,92.6,93.4,78,89.2,89.6,74.6,88.4,92.4,0,72.4,71.6,72.6,51,
SIX2#ENSG00000170577,100,100,99.7,90.4,100,99.3,98.6,99,96.9,99.7,99.7,92.4,48.5,90.7,96.2,89,90.7,91.1,91.1,91.1,90,89,86.6,87.6,88.7,88,88.7,0,68.7,58.4,62.2,40.5,
PAX6#ENSG00000007372,100,89.2,100,100,100,99.1,98.4,99.8,98.9,96.6,96.8,95.6,96.8,88.1,88.3,79.8,94.7,87.6,97,95.2,45.6,92.4,90.8,90.8,90.6,95.4,96.8,0,54.4,52.5,60.3,50.9,
SMAD3#ENSG00000166949,100,100,0,96.2,100,84.2,100,100,54.1,84.9,83.8,84.9,77.6,83.5,99.5,68.5,95.5,88.5,83.3,70.6,0,94.1,95.1,95.1,94.8,96.9,97.2,25.4,72.9,74.1,69.6,48,
ISL1#ENSG00000016082,100,100,0,93.4,97.7,93.4,100,100,100,100,100,98.9,88.3,99.7,99.7,98,99.4,99.1,99.7,98.3,0,0,0,82.8,96.8,98,98.3,0,62.8,64.5,61.6,39.3,
EBF3#ENSG00000108001,100,19.1,0,99.5,81.7,99.5,99.5,99.5,75.3,65.5,99.3,56.6,66.1,0,33.2,81.1,96.7,98.2,98.2,96.9,97.1,93.1,18.9,93.6,88.9,29.2,97.5,56.1,59.3,61.3,46.3,38.7,
MAFK#ENSG00000198517,100,0,85.9,98.1,99.4,96.2,97.4,98.1,0,92.3,94.2,46.8,0,0,95.5,90.4,93.6,93.6,92.9,93.6,89.7,84,80.8,80.8,73.7,82.7,84.6,0,42.9,41.7,35.3,26.9,
HMX3#ENSG00000188620,100,0,81,97.8,97.8,98,95.8,96.1,0,90.2,98.3,45.1,0,94.1,85.7,0,70.9,31.7,75.6,73.7,64.7,64.1,59.7,61.6,61.9,62.5,66.4,0,0,0,38.1,0,
IRX4#ENSG00000113430,100,21.5,0,93.4,89.4,88.6,76.3,78,0,83.5,83.1,78,31.2,79.6,54.7,0,62,0,62.4,59.8,58.2,52.7,53,52.7,38.9,53.2,56.9,0,21.1,24.2,28.3,0,
HES6#ENSG00000144485,100,0,0,96.4,80.8,89.7,78.6,85.7,0,87.5,86.6,0,0,0,66.5,60.7,0,0,0,58.9,49.6,50.4,49.1,51.3,47.3,50.9,55.4,0,24.1,21,24.1,0,
BHLHE22#ENSG00000180828,100,0,0,88.7,92.4,91.3,84.3,85,79.3,79.5,91.1,0,42.3,0,81.9,0,66.7,0,0,57.5,0,42.8,40.2,41.2,45.4,46.5,46.7,0,0,0,22.3,14.4,
AR#ENSG00000169083,100,20.3,0,96.4,88.9,90.2,86.6,85.8,89.8,89.2,89.6,88.5,86.6,0,82.3,0,52.2,40,59,22.9,36.3,38.2,37.1,36.5,37.3,38.9,43.2,23.3,8.7,9.5,0,0,
ZNF148#ENSG00000163848,100,0,0,99.9,99.2,98.5,97.2,97.6,65.5,99.1,99,99,95.3,99.4,92.9,0,88.2,88.2,53.8,82.1,62.8,54.3,0,54.7,50.6,59.9,70.3,23,0,0,0,0,
FEZF1#ENSG00000128610,100,98.9,0,98.3,97.5,97.9,94.5,94.3,94.7,94.1,94.7,95.8,77.9,95.6,86.9,0,75.6,77.1,77.7,55.2,72.2,52.2,51.4,52.6,45.5,56,65.5,0,26.9,0,40.6,29.9,
POU3F4#ENSG00000196767,100,100,0,99.7,98.6,98.9,98.9,98.9,99.2,97,98.1,97,97.5,98.6,89.2,59,48.5,0,95,70.6,91.7,75.3,73.7,74,73.7,0,85.9,0,0,0,51.2,41.8,
FEZF2#ENSG00000153266,100,99.8,61.9,98.3,99.6,97.6,94.3,95.2,98.9,96.7,86.3,98.3,93.7,98.5,77.3,71.5,52.7,30.1,25.9,57.5,67.1,63.6,61.4,61,60.3,64.3,64.5,0,27.5,0,42.7,31.2,
PRDM10#ENSG00000170325,100,62.2,99.2,99,98.1,96.8,93.9,87.3,93.3,93.2,78.4,94.3,93,95.4,67,81.3,7.8,83.8,23.4,80.9,70.4,62.8,64.6,46.3,59.1,65,55.8,0,15.9,5.8,0,0,
ERG#ENSG00000157554,100,100,100,100,97.7,89.3,95.7,97.1,94.9,89.9,94,92.2,94,98.6,0,91.6,0,94.9,0,52.7,0,63,63,63.4,61.7,62.6,83.3,33.5,0,0,30,0,
RARG#ENSG00000172819,100,100,99.8,99.6,99.8,96.9,87.7,98.2,80.2,98.2,88.3,98.2,87.2,98.2,0,46.9,0,46.7,0,84.8,77.3,78.6,77.8,77.5,68.9,80.4,79.1,48.9,51.5,52.9,0,0,
ZNF385A#ENSG00000161642,100,98.7,98.4,97.9,99.2,95.9,95.1,95.9,74.4,95.9,97.2,97.7,93.3,83.7,0,0,0,0,0,62.2,53.6,58.5,58,58.8,53.1,60.6,62.7,0,17.4,10.1,0,0,
HOXC12#ENSG00000123407,100,98.6,98.2,98.2,97.9,95.7,96.1,95.4,96.5,97.2,97.2,97.5,51.8,88.7,0,26.2,41.5,0,60.6,24.5,70.9,66.3,66.7,67.7,62.4,67,69.9,0,29.8,28.4,19.9,0,
ZNF740#ENSG00000139651,100,100,100,97.4,99.5,96.9,96.4,82.9,95.3,99.5,96.4,97.4,96.9,98.4,0,0,63.2,0,75.6,70.5,42,43.5,42,42.5,41.5,44,51.3,30.6,0,0,0,0,
POU2F2#ENSG00000028277,100,96.7,96.9,92.7,78.3,90.8,97.9,93.3,92.7,88.1,0,81.6,97.1,97.5,0,25.5,0,0,31.7,67.6,59.3,54.5,61.4,56.2,49.5,62,49.9,37.2,0,0,35.5,26.5,
CSRNP2#ENSG00000110925,100,99.6,99.6,98.9,98.7,95.9,89.1,88.2,91.2,68.9,0,95.2,92.8,95.4,0,0,67.6,0,71.1,71.1,54.7,39.2,42.7,45.7,32,47.1,50.5,32.8,7,7.7,25.4,4.1,
NR4A1#ENSG00000123358,100,91,99.5,98.6,90.5,92.6,83.6,84.2,81.1,86.8,27.5,86.8,87.6,87.4,0,0,52.1,43.1,64,62.6,60.3,50,50.9,51.1,51.7,51.5,50.5,0,35,35.3,41.9,22.1,
NFKB2#ENSG00000077150,100,72.8,99.8,97.3,83,88.7,90.9,91.8,82.3,90.9,63.9,92.7,78.6,93,0,20.9,66,62.8,0,63.1,54.1,46.4,46,47,39.4,47.7,49.8,29,37,36.9,23.1,0,
OSR2#ENSG00000164920,100,72.1,93.8,72.7,82.7,72.7,58.7,58,58.2,58,58.2,58.4,57.5,71.4,0,0,55.2,56.1,56.4,41.1,69.1,62.1,51.3,62.6,52.2,0,54,44.1,0,20.6,36.3,21.5,
MLXIPL#ENSG00000009950,100,99.2,84.6,98.2,65.5,80.2,0,82.2,40.5,85.6,85,83.8,60.4,87.9,67,10.8,49.3,51.4,56.1,13.4,36.9,47.7,45,42.8,37.4,23.8,44.2,40.4,26.6,27.3,25.1,22.4,
NKX2-3#ENSG00000119919,100,99.5,98.4,75.8,56.9,94.2,0,89.8,0,92.9,92.3,58.5,79.4,61,78.3,42.9,63.5,51.9,0,24.5,53.6,46.2,44.2,48.6,46.4,49.5,55.8,0,41.5,42.9,23.1,17.6,
ARID3A#ENSG00000116017,100,80.8,96,79.3,93.9,91.1,79.9,81.3,0,85.7,88.4,86.5,87.9,45,71,46.5,68,35.6,0,31.9,65.1,54.8,40.5,51.3,43.7,52.8,59.5,0,36.4,34.9,33.1,26.3,
ZNF703#ENSG00000183779,100,98.6,99.7,99.5,98.1,96.6,91.5,92.4,0,84.1,94.2,63.1,89.8,0,87.8,39.5,67.6,0,0,51.4,61.4,54.1,53.6,54.9,36.9,52.7,62,0,13.1,0,0,0,
FOXA1#ENSG00000129514,100,98.7,85.4,97.9,0,97.9,92.2,94.7,0,94.1,94.9,80.7,91.7,0,86,0,75.6,0,76.7,67.6,69.3,54,55.1,56.8,39.8,63.6,66.7,46.6,39.2,39.2,37.7,26.3,
NKX2-4#ENSG00000125816,100,99.7,71.2,56.5,58.8,84.5,93.5,94.4,0,73.4,76,54.2,51.7,0,57.1,0,57.6,57.6,58.5,58.2,58.2,59.3,45.8,59.3,58.5,58.2,59.9,35,31.4,31.1,36.7,24.6,
BHLHE41#ENSG00000123095,100,100,76.6,0,0,63.1,50.8,60.4,0,73.7,90.7,37.1,63.9,32.8,71.4,0,34.9,33.4,60.4,53.5,50.8,46.3,46.3,46.7,44.8,47.7,50.4,31.1,0,0,0,0,
ARNTL2#ENSG00000029153,100,99.5,81,96.1,0,83,60.7,65.7,55.7,82.1,65.9,68.9,78.5,71.2,56.6,0,65.4,64.3,61.9,64.5,0,48.7,46.4,51.1,32.5,48.6,50.6,0,0,0,31.4,0,
FERD3L#ENSG00000146618,100,100,100,98.2,0,0,70.5,74.1,65.1,78.3,79.5,81.9,80.7,83.7,66.9,48.2,59,60.2,64.5,37.3,47,41.6,39.2,41,35.5,35.5,48.8,0,0,0,36.1,0,
MXD3#ENSG00000213347,100,72.8,83.5,80.6,61.7,0,0,83.5,85,90.8,89.3,87.9,73.8,91.7,73.8,0,45.6,37.4,0,57.3,60.7,51.9,50,51.9,45.6,54.9,47.1,0,31.1,29.1,0,22.8,
STAT4#ENSG00000138378,100,0,0,98.5,97.5,96.8,0,94.8,97.5,33.8,88.5,96.9,32.6,97.3,90.4,27.7,84.5,0,0,0,63.1,51.9,52.8,57.5,53.1,60.4,0,0,21.9,18,23.7,17.6,
POU3F1#ENSG00000185668,100,65.6,0,81.2,0,98.9,0,98.9,74.5,92.2,69.2,0,52.5,54.3,93.3,0,0,0,0,0,58.1,56.3,56.1,56.1,49.4,56.1,56.5,0,0,0,43,31.7,
CEBPA#ENSG00000245848,100,64.2,0,70.7,24.9,89.7,90.8,91.3,35.2,0,92.5,0,0,0,44.4,56.1,56.4,54.2,39.1,28.2,45.5,29.3,40.5,39.1,0,46.6,46.9,16.8,17.3,17.6,0,6.7,
SOX12#ENSG00000177732,100,95.2,0,80.3,0,97.5,94.9,94.9,0,0,79.4,0,0,0,67.6,0,52.4,0,56.5,56.5,34.6,0,0,0,0,41,40.6,44.8,0,0,28.3,27,
ZNF628#ENSG00000197483,100,56.5,81.8,92.8,33.1,93.1,71.8,84.7,53.7,85.3,87.8,62.4,0,0,73.3,0,47.7,0,54.2,50.8,38.1,28.7,26.7,28,24.9,38.4,0,0,0,6.6,0,0,
PRDM8#ENSG00000152784,100,61.2,95.9,97.5,95.8,72.7,83.6,84,50.8,35.7,51.2,52.7,63.3,0,66.5,9.3,31.6,19.7,26,57.8,54,48.9,49.2,50.5,35.3,50.8,52.4,39.6,0,0,13.1,0,
DLX4#ENSG00000108813,100,99.2,99.2,65.8,92.1,58.8,76.7,75.4,65.8,83.8,0,83.3,78.3,0,59.6,39.2,37.5,0,36.3,35.8,46.7,46.7,45,45,45.8,48.3,47.9,0,33.3,23.3,35,0,
MYRFL#ENSG00000166268,100,27.3,90.1,93.6,39.9,85.9,74.7,79.7,71.6,82.2,18.6,83.2,82.1,12.9,63.2,56.3,54.4,55.8,6.9,54.8,49.7,0,40.2,34.9,17.5,31.3,46.8,0,23.6,0,29.5,23,
ZNF511#ENSG00000198546,100,0,0,0,0,80.6,71,71.8,46.8,75.8,76.2,61.9,72.6,37.7,54.4,45.2,51.2,25.8,56,34.5,0,42.9,39.3,40.5,0,44,47.2,0,0,0,21.8,0,
SEBOX#ENSG00000274529,100,82.6,0,0,0,61.1,51.1,50.5,0,67.4,63.2,61.6,66.3,55.8,38.4,0,32.1,0,32.1,27.4,30.5,31.1,35.3,31.6,31.6,31.6,13.7,0,22.1,21.1,24.2,24.2,
JUNB#ENSG00000171223,100,99.7,0,94.5,0,86.7,85,84.7,0,93.1,50.4,97.4,50.4,86.5,0,50.4,0,0,58.5,25.1,47.6,51.9,51.9,52.2,47,52.4,54.8,45,32,30.8,23.3,0,
ZNF830#ENSG00000198783,100,99.2,0,96.8,0,0,84.1,82.5,0,86.8,85.8,88.2,81.7,85.8,57.8,29.3,61.6,47.3,51.9,53.8,49.7,48.9,47.6,49.2,0,12.6,54.8,42.5,0,0,22,0,
HOXC5#ENSG00000172789,100,96.8,99.1,0,0,0,99.5,99.5,0,99.1,99.5,99.5,99.1,99.5,0,0,74.8,0,75.2,76.1,72.1,46.4,45,47.3,41.9,52.3,65.3,0,0,0,40.1,0,
EN1#ENSG00000163064,100,76.3,80.1,0,0,0,76,86,62.5,86.5,85.2,60.7,71.4,31.4,68.4,26.3,56.4,0,56.9,26.5,27.6,32.7,0,40.1,41.3,41.6,44.1,19.1,23.7,25.5,31.4,19.9,
JUN#ENSG00000177606,100,73.4,95.5,0,0,0,96.1,96.7,91.8,88.2,97.3,90.9,44.4,35.3,79.5,0,79.5,78.2,79.5,79.5,71,70.1,0,0,61.9,71.3,73.1,56.8,37.8,36.6,29.6,0,
PRDM6#ENSG00000061455,100,97,0,0,60.8,0,93.6,92.3,63.9,90.4,86.6,77.8,65,66.1,83.5,23.9,83.9,76.8,67.1,78.2,68.4,24,23.9,66.9,0,0,67.1,27.9,0,0,0,14.1,
VAX1#ENSG00000148704,100,99.4,73.7,0,98.5,41.3,96.7,96.4,52.4,97.6,97.6,77.5,0,52.4,83.5,0,77.8,34.7,79.6,54.8,59.6,0,58.1,60.2,44,67.4,67.1,0,0,0,11.1,14.1,
BARHL1#ENSG00000125492,100,100,100,0,95.7,0,97.9,97.9,98.8,98.8,98.8,69.4,0,98.8,75.5,0,85.6,40.1,85.6,40.4,85.3,37.6,36.7,76.8,80.1,80.7,84.4,28.4,27.5,0,37,28.4,
ISL2#ENSG00000159556,100,100,95.5,0,82.7,0,98.3,98.6,93.9,98.6,0,89.7,0,98.3,86.6,0,67.1,27.6,93,0,78.6,83.6,88.6,89.1,86.6,88,89.7,52.4,56.8,58.2,59.1,39,
POU4F3#ENSG00000091010,100,100,100,0,100,0,98.8,99.1,50.3,99.4,99.7,99.1,99.1,97.6,94.7,0,54.4,0,89.1,0,87,82.2,81.4,79,68.6,83.1,85.2,76,55.9,55,54.1,43.8,
PRDM12#ENSG00000130711,100,99.7,99.5,0,91.6,93.5,97,97,60.8,95.4,96.2,62.9,73.3,46.9,89.1,53.7,87.5,28.9,86.6,0,56.7,76.8,76.6,76,76.6,81.5,81.7,0,0,0,0,11.7,
TBX2#ENSG00000121068,100,100,81.3,0,80.1,79.9,43.8,95.1,79.6,96.5,96.9,91.6,85.7,65.2,89.3,27.2,75.4,74.3,45.5,19.1,72.3,67.6,66.2,66,68.7,69.2,72.1,0,34.1,34.1,43.1,0,
YBX1#ENSG00000065978,100,98.8,64.5,0,82.1,64.8,98.5,98.5,85.2,99.7,94.1,76.5,69.8,83,86.4,80.6,86.1,84.9,72.2,0,76.5,63.3,59,61.4,59.9,64.5,68.8,0,41.4,36.7,33.3,28.1,
ZBTB8B#ENSG00000273274,100,99.6,94.5,0,63.4,91.5,83.2,82.6,84.4,50.7,83.2,87.3,84.8,90.1,76.2,73.1,50.5,71.1,73.7,0,64.8,46.9,46.5,46.7,42,48.5,57.2,24,21.2,21.4,13.5,0,
ZZZ3#ENSG00000036549,100,99.7,95.9,36.1,97.5,95.3,88.4,87.4,94,93.9,94.1,95.2,93.2,95.6,61.9,78.5,81,79.3,79.6,71.8,56.1,47.6,19,47.6,36,50.2,56.5,26.4,6.9,27,13.5,0,
CHCHD3#ENSG00000106554,100,99.6,0,0,94.7,88.5,85.9,90.3,91.2,89.4,89.9,92.1,86.8,89.4,76.7,74.9,69.6,52.9,71.8,70.9,64.3,42.7,0,51.1,42.3,54.6,61.2,0,22.5,20.3,0,0,
HOXB9#ENSG00000170689,100,99.6,0,0,95.2,99.6,96.8,96.8,96,99.6,99.2,82.8,95.2,31.6,90.8,84.4,81.6,30.4,81.6,76,51.2,61.2,62,34.8,36,73.2,74,20.8,30.4,30,29.6,0,
LHX5#ENSG00000089116,100,100,100,0,99.8,96.3,98.8,98.8,97.8,99,98.5,0,68.9,83.8,69.7,56.2,90.8,0,83.8,90.5,85.8,79.4,79.6,77.4,71.4,78.6,83.6,0,33.6,29.6,49.3,0,
TLX3#ENSG00000164438,100,62.9,68.7,0,65.6,0,99.7,99.7,100,98.6,99.7,0,0,89.3,94.2,45.7,83.8,0,62.5,87.3,82.5,60.5,60.1,61.2,29.6,58.8,64.6,0,48.8,48.5,45.4,0,
HOXC4#ENSG00000198353,100,100,100,0,100,0,99.2,98.9,91.3,99.6,99.6,0,98.5,87.1,0,0,75.4,0,78.8,81.8,73.1,65.9,67.4,67,65.5,68.9,67.8,26.9,33,33.3,39,26.1,
HOXC13#ENSG00000123364,100,100,95.8,0,98.2,0,97.9,98.2,74.2,90.9,99.1,25.8,92.1,97.9,0,24.8,68.5,21.2,73.3,77.6,70.3,72.1,72.1,72.1,71.8,71.8,73.3,25.8,0,0,20,0,
GBX2#ENSG00000168505,100,99.7,99.7,0,99.4,0,97.7,98.3,96,98.6,98.6,0,97.1,97.4,87.9,87.1,0,0,64.9,73.6,80.2,49.1,48.9,47.1,49.7,48,50,0,0,0,42.5,0,
PITX3#ENSG00000107859,100,100,100,0,99.3,0,98,98.3,99,96.7,96.7,35.4,98,98.7,91.4,77.8,67.5,66.9,67.9,66.2,67.9,65.2,58.9,0,67.2,67.2,67.2,0,41.7,42.4,40.4,26.5,
PDX1#ENSG00000139515,100,99.3,99.3,0,96.5,0,88.7,88,90.1,92.2,93.6,85.5,90.5,94,73.9,58.3,60.8,40.3,67.8,66.8,55.5,49.1,49.8,49.8,49.8,48.1,57.2,0,32.2,34.3,0,0,
BARX2#ENSG00000043039,100,100,83.5,0,98.2,0,88.5,88.2,89.2,65.6,66.3,82.4,88.9,91,84.9,61.3,73.5,52.7,76.7,53.4,49.8,67.4,57.3,65.6,57,65.2,68.5,0,22.6,24.7,0,0,
HOXB6#ENSG00000108511,100,100,99.6,0,99.1,0,97.8,97.8,98.7,0,97.8,97.3,94.2,98.7,86.6,0,77.7,35.3,78.1,78.1,73.7,63.4,67,68.3,30.4,70.5,73.7,25.4,0,0,33.5,0,
LBX1#ENSG00000138136,100,99.6,98.6,0,98.6,0,97.2,97.2,94,96.4,97.5,79,96.8,95.7,90.7,0,77.2,42,46.6,66.9,0,70.5,70.8,70.1,70.5,72.6,76.2,0,0,0,37,0,
LMX1A#ENSG00000162761,100,100,100,72,100,0,97.4,97.1,98.4,97.4,74.9,98.4,73.6,97.6,84.3,0,86.6,85.9,69.1,0,0,51.3,39.5,54.2,48.4,53.4,0,0,41.4,41.9,40.8,30.4,
LHX1#ENSG00000273706,100,96.8,99.8,58.4,99.5,0,99.5,99.5,94.1,99.5,99.8,99.8,99.5,85.2,57.1,0,94.6,79.3,96.6,64.5,92.6,60.6,70.2,70.9,70.4,77.3,37.4,0,33,29.6,51,0,
EBF2#ENSG00000221818,100,99.8,99.8,99.8,99.5,28.3,99.7,99.5,99.3,79.7,26.3,96.2,99.5,99.5,95.8,63.5,98.4,96,97.6,0,93.7,84.7,83.1,84.5,79.1,80.9,87.3,0,57.4,58.4,44.2,35.5,
TBX20#ENSG00000164532,100,100,99.6,99.8,99.6,0,98.4,97.5,97.8,98.4,98.9,97.1,91.1,98.9,94.6,59.1,92.4,85.9,95.1,91.5,89.9,78.5,82.8,83.7,83.9,86.6,81.9,36.7,0,47.7,47,31.5,
HLF#ENSG00000108924,100,100,100,100,99.7,0,97.3,97.6,84.1,98,47.8,71.2,95.6,86.1,90.8,57.3,89.8,78.6,88.8,87.8,84.4,65.4,72.9,72.9,64.1,71.2,81,26.4,21.4,34.6,39.7,17.6,
TBX18#ENSG00000112837,100,99.8,92.6,99.3,97.5,35.4,93.4,94.6,95.6,96.5,95.9,96.9,95.7,84,90.6,67.7,84.5,77.3,87.3,76.6,75.5,42.7,53.9,55.4,50.7,63.6,71.2,0,26.7,24.1,0,0,
IKZF5#ENSG00000095574,100,99.8,100,100,99.8,0,59.9,96.9,96.9,97.4,98.6,97.9,86.4,98.1,23.6,94.5,93.1,93.8,92.8,90.9,86.6,70.9,69.7,69.7,60.9,68.7,83.3,35.6,12.2,21.7,0,0,
PPARA#ENSG00000186951,100,99.6,100,99.6,97.6,0,92.1,92.3,92.3,94.9,94.4,95.7,46.6,95.3,88.2,79.9,89.1,88.2,87.6,85.5,49.4,64.1,71.8,72,65,72,70.5,43.2,29.5,36.5,15.6,19.7,
LIN28B#ENSG00000187772,100,99.6,98.8,98,96.8,0,85.2,84,77.2,67.2,92.4,91.2,68.4,92,84.4,64.4,79.2,83.2,82.8,80,63.6,62,59.6,59.6,57.2,34,75.6,0,29.2,32.8,30.4,26,
RBSN#ENSG00000131381,100,99.2,99,98.1,95,4.7,83.8,83.7,87.6,87.5,72.2,90.8,88.4,90.1,76.5,71.9,67.5,64.5,69.9,68.5,61.2,57.8,56.1,56.8,57.5,55.2,63.9,35.1,25.5,13.3,19.4,19.9,
SOX9#ENSG00000125398,100,100,92.5,99.6,85.7,0,96.3,97.1,87.2,42.2,98.4,62.7,66.6,83.3,91.4,88,84.3,41.3,73.7,82.3,0,71.5,72.1,72.1,70.5,71.3,80.7,31.4,0,0,26.1,0,
