gene_id_human	gene_name_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse
ENSG00000078399	HOXA9	ENSMUSG00000038227	Hoxa9	1.2968926766680267
ENSG00000253293	HOXA10	ENSMUSG00000000938	Hoxa10	2.5477093352450733
ENSG00000005073	HOXA11	ENSMUSG00000038210	Hoxa11	1.2888401886864267
ENSG00000106031	HOXA13	ENSMUSG00000038203	Hoxa13	3.230152959697667
ENSG00000106038	EVX1	ENSMUSG00000005503	Evx1	1.94131277101124
ENSG00000146592	CREB5	ENSMUSG00000053007	Creb5	0.3452480562170967
ENSG00000164600	NEUROD6	ENSMUSG00000037984	Neurod6	0.0
ENSG00000164532	TBX20	ENSMUSG00000031965	Tbx20	113.69263524132168
ENSG00000106536	POU6F2	ENSMUSG00000009734	Pou6f2	0.3452480562170967
ENSG00000106571	GLI3	ENSMUSG00000021318	Gli3	177.501862631995
ENSG00000185811	IKZF1	ENSMUSG00000018654	Ikzf1	4.727454684692789
ENSG00000198039	ZNF273	ENSMUSG00000058246	Gm10037	23.82173071233147
ENSG00000118620	ZNF430	ENSMUSG00000058246	Gm10037	23.82173071233147
ENSG00000196705	ZNF431	ENSMUSG00000058246	Gm10037	23.82173071233147
ENSG00000197020	ZNF100	ENSMUSG00000058246	Gm10037	23.82173071233147
ENSG00000197360	ZNF98	ENSMUSG00000058246	Gm10037	23.82173071233147
ENSG00000183850	ZNF730	ENSMUSG00000058246	Gm10037	23.82173071233147
ENSG00000009950	MLXIPL	ENSMUSG00000005373	Mlxipl	61.6831670455961
ENSG00000006704	GTF2IRD1	ENSMUSG00000023079	Gtf2ird1	1558.0471564381332
ENSG00000127989	MTERF1	ENSMUSG00000053178	Mterf1b	52.447607328505
ENSG00000127989	MTERF1	ENSMUSG00000040429	Mterf1a	91.09030861107506
ENSG00000006377	DLX6	ENSMUSG00000029754	Dlx6	0.35330054419869333
ENSG00000105880	DLX5	ENSMUSG00000029755	Dlx5	1.351021182740599
ENSG00000180535	BHLHA15	ENSMUSG00000052271	Bhlha15	20.151938750436162
ENSG00000160908	ZNF394	ENSMUSG00000029627	Zkscan14	126.43262345191165
ENSG00000196652	ZKSCAN5	ENSMUSG00000055991	Zkscan5	587.259030130831
ENSG00000197343	ZNF655	ENSMUSG00000007812	Zfp655	2361.3877850943395
ENSG00000106261	ZKSCAN1	ENSMUSG00000029729	Zkscan1	430.5728886606267
ENSG00000257923	CUX1	ENSMUSG00000029705	Cux1	646.3158275988453
ENSG00000105856	HBP1	ENSMUSG00000002996	Hbp1	1527.3361939150366
ENSG00000128573	FOXP2	ENSMUSG00000029563	Foxp2	0.29917203812611903
ENSG00000105967	TFEC	ENSMUSG00000029553	Tfec	0.0
ENSG00000128610	FEZF1	ENSMUSG00000029697	Fezf1	0.989668150560309
ENSG00000106331	PAX4	ENSMUSG00000029706	Pax4	0.0
ENSG00000128604	IRF5	ENSMUSG00000029771	Irf5	4.5811741424382655
ENSG00000106459	NRF1	ENSMUSG00000058440	Nrf1	1291.8752122698468
ENSG00000182158	CREB3L2	ENSMUSG00000038648	Creb3l2	957.4405224440012
ENSG00000106410	NOBOX	ENSMUSG00000029736	Nobox	2.7100948534627936
ENSG00000197362	ZNF786	ENSMUSG00000051499	Zfp786	62.87026629430469
ENSG00000197024	ZNF398	ENSMUSG00000062519	Zfp398	117.94253316948634
ENSG00000170265	ZNF282	ENSMUSG00000025821	Zfp282	219.0188505886713
ENSG00000170260	ZNF212	ENSMUSG00000052763	Zfp212	567.00903088458
ENSG00000196453	ZNF777	ENSMUSG00000071477	Zfp777	559.9038030340856
ENSG00000181444	ZNF467	ENSMUSG00000068551	Zfp467	2.95513838551634
ENSG00000164900	GBX1	ENSMUSG00000067724	Gbx1	15.088730031872402
ENSG00000164778	EN2	ENSMUSG00000039095	En2	164.04827721274265
ENSG00000130675	MNX1	ENSMUSG00000001566	Mnx1	6.891892433611389
ENSG00000004848	ARX	ENSMUSG00000035277	Arx	0.29917203812611903
ENSG00000169297	NR0B1	ENSMUSG00000025056	Nr0b1	1327.3744406400501
ENSG00000126767	ELK1	ENSMUSG00000009406	Elk1	694.2959082721254
ENSG00000147118	ZNF182	ENSMUSG00000054737	Zfp182	164.3970890430153
ENSG00000102145	GATA1	ENSMUSG00000031162	Gata1	9.116272266785543
ENSG00000068323	TFE3	ENSMUSG00000000134	Tfe3	1778.253734286637
ENSG00000049768	FOXP3	ENSMUSG00000039521	Foxp3	8.31314709838775
ENSG00000189299	FOXR2	ENSMUSG00000071665	Foxr2	7.158854519811125
ENSG00000102349	KLF8	ENSMUSG00000041649	Klf8	1155.2805807741731
ENSG00000169083	AR	ENSMUSG00000046532	Ar	12.354477714464805
ENSG00000184481	FOXO4	ENSMUSG00000042903	Foxo4	953.0734227588281
ENSG00000131264	CDX4	ENSMUSG00000031326	Cdx4	0.29917203812611903
ENSG00000122145	TBX22	ENSMUSG00000031241	Tbx22	0.0
ENSG00000196767	POU3F4	ENSMUSG00000056854	Pou3f4	0.3452480562170967
ENSG00000165259	HDX	ENSMUSG00000034551	Hdx	84.87722679847802
ENSG00000147180	ZNF711	ENSMUSG00000025529	Zfp711	56.423873881798805
ENSG00000123576	ESX1	ENSMUSG00000023443	Esx1	77.72999943503288
ENSG00000101883	RHOXF1	ENSMUSG00000050197	Rhox13	3.5834535038963566
ENSG00000177485	ZBTB33	ENSMUSG00000048047	Zbtb33	249.61957479203934
ENSG00000102034	ELF4	ENSMUSG00000031103	Elf4	601.2933927174207
ENSG00000173275	ZNF449	ENSMUSG00000073176	Zfp449	84.81947618329617
ENSG00000156925	ZIC3	ENSMUSG00000067860	Zic3	741.2316756942786
ENSG00000134595	SOX3	ENSMUSG00000045179	Sox3	0.69854860041579
ENSG00000189420	ZFP92	ENSMUSG00000031374	Zfp92	1.9574177469744332
ENSG00000169057	MECP2	ENSMUSG00000031393	Mecp2	555.7879143328793
ENSG00000171056	SOX7	ENSMUSG00000063060	Sox7	15.024310128019602
ENSG00000136574	GATA4	ENSMUSG00000021944	Gata4	141.94781801947235
ENSG00000179388	EGR3	ENSMUSG00000033730	Egr3	0.29917203812611903
ENSG00000167034	NKX3-1	ENSMUSG00000022061	Nkx3-1	6.010481295196226
ENSG00000180053	NKX2-6	ENSMUSG00000044186	Nkx2-6	0.0
ENSG00000221818	EBF2	ENSMUSG00000022053	Ebf2	4.1656926041854065
ENSG00000147421	HMBOX1	ENSMUSG00000021972	Hmbox1	604.9231432952237
ENSG00000165066	NKX6-3	ENSMUSG00000063672	Nkx6-3	275.51587895770166
ENSG00000131931	THAP1	ENSMUSG00000037214	Thap1	162.75074037714367
ENSG00000221869	CEBPD	ENSMUSG00000071637	Cebpd	14.687114559784126
ENSG00000019549	SNAI2	ENSMUSG00000022676	Snai2	4.489022106256317
ENSG00000147488	ST18	ENSMUSG00000033740	St18	0.0
ENSG00000164736	SOX17	ENSMUSG00000025902	Sox17	4.681378666601816
ENSG00000181690	PLAG1	ENSMUSG00000003282	Plag1	201.24635284769633
ENSG00000180828	BHLHE22	ENSMUSG00000025128	Bhlhe22	4.39831160443889
ENSG00000185697	MYBL1	ENSMUSG00000025912	Mybl1	411.48877646633133
ENSG00000147596	PRDM14	ENSMUSG00000042414	Prdm14	1030.5152426574277
ENSG00000178860	MSC	ENSMUSG00000025930	Msc	88.27249512861867
ENSG00000164749	HNF4G	ENSMUSG00000017688	Hnf4g	0.0
ENSG00000091656	ZFHX4	ENSMUSG00000025255	Zfhx4	14.895576096092832
ENSG00000164683	HEY1	ENSMUSG00000040289	Hey1	50.700784251859126
ENSG00000164684	ZNF704	ENSMUSG00000040209	Zfp704	1215.3212964031
ENSG00000133740	E2F5	ENSMUSG00000027552	E2f5	989.6250182582077
ENSG00000164920	OSR2	ENSMUSG00000022330	Osr2	10.35242548376394
ENSG00000083307	GRHL2	ENSMUSG00000022286	Grhl2	86.71331884257681
ENSG00000155090	KLF10	ENSMUSG00000037465	Klf10	1906.29986280052
ENSG00000104447	TRPS1	ENSMUSG00000038679	Trps1	740.5383221651823
ENSG00000165156	ZHX1	ENSMUSG00000022361	Zhx1	110.56337840544303
ENSG00000136997	MYC	ENSMUSG00000022346	Myc	17.045350403412765
ENSG00000181638	ZFP41	ENSMUSG00000047003	Zfp41	544.8717089146247
ENSG00000182759	MAFA	ENSMUSG00000047591	Mafa	5.1956231946537
ENSG00000185122	HSF1	ENSMUSG00000022556	Hsf1	654.638257168022
ENSG00000160973	FOXH1	ENSMUSG00000033837	Foxh1	702.1291173820114
ENSG00000196378	ZNF34	ENSMUSG00000067916	Zfp991	415.41945794396105
ENSG00000196378	ZNF34	ENSMUSG00000078503	Zfp990	766.4309810430067
ENSG00000196378	ZNF34	ENSMUSG00000067919	Rex2	72.16070445217757
ENSG00000196378	ZNF34	ENSMUSG00000069743	Zfp820	174.97925045830334
ENSG00000196378	ZNF34	ENSMUSG00000063383	Zfp947	96.31952495696594
ENSG00000196378	ZNF34	ENSMUSG00000066000	Zfp979	1732.1332491514065
ENSG00000196378	ZNF34	ENSMUSG00000033972	Zfp944	264.64526811936963
ENSG00000196378	ZNF34	ENSMUSG00000078497	Zfp978	482.267855429039
ENSG00000196378	ZNF34	ENSMUSG00000078498	Zfp988	576.0900607776157
ENSG00000196378	ZNF34	ENSMUSG00000059142	Zfp945	326.93562910463334
ENSG00000196378	ZNF34	ENSMUSG00000053347	Zfp943	137.88515467312564
ENSG00000196378	ZNF34	ENSMUSG00000063245	Zfp993	218.46657163618133
ENSG00000196378	ZNF34	ENSMUSG00000078495	Zfp984	879.5709834581053
ENSG00000196378	ZNF34	ENSMUSG00000078546	Zfp995	102.5852354062168
ENSG00000196378	ZNF34	ENSMUSG00000071266	Zfp946	156.29315341564498
ENSG00000196378	ZNF34	ENSMUSG00000058186	Zfp980	401.97970204447734
ENSG00000196378	ZNF34	ENSMUSG00000065999	Zfp985	707.6214294704483
ENSG00000196378	ZNF34	ENSMUSG00000062518	Zfp534	961.8469216927483
ENSG00000196378	ZNF34	ENSMUSG00000045699	Gm21411	35.048159005459475
ENSG00000196378	ZNF34	ENSMUSG00000066009	Zfp987	231.41123516313766
ENSG00000196378	ZNF34	ENSMUSG00000056300	Zfp981	890.7175362838298
ENSG00000196378	ZNF34	ENSMUSG00000078500	Zfp986	103.09947993426881
ENSG00000196378	ZNF34	ENSMUSG00000071267	Zfp942	492.02427062779935
ENSG00000196378	ZNF34	ENSMUSG00000086147	Zfp989	235.956413133708
ENSG00000196378	ZNF34	ENSMUSG00000070605	Zfp992	1095.6782045478894
ENSG00000196378	ZNF34	ENSMUSG00000067928	Zfp760	345.3179814081186
ENSG00000147789	ZNF7	ENSMUSG00000033669	Zfp7	1488.2696317746368
ENSG00000196150	ZNF250	ENSMUSG00000054967	Zfp647	47.4174059373017
ENSG00000137090	DMRT1	ENSMUSG00000024837	Dmrt1	184.9260057534967
ENSG00000064218	DMRT3	ENSMUSG00000042372	Dmrt3	21.946970979192894
ENSG00000173253	DMRT2	ENSMUSG00000048138	Dmrt2	12.178226130082527
ENSG00000080298	RFX3	ENSMUSG00000040929	Rfx3	172.01407966728902
ENSG00000107249	GLIS3	ENSMUSG00000052942	Glis3	255.90849211329734
ENSG00000147862	NFIB	ENSMUSG00000008575	Nfib	394.166088591818
ENSG00000173068	BNC2	ENSMUSG00000028487	Bnc2	151.10490200364669
ENSG00000176399	DMRTA1	ENSMUSG00000043753	Dmrta1	0.6524725823248123
ENSG00000197579	TOPORS	ENSMUSG00000036822	Topors	1773.1652003197798
ENSG00000205143	ARID3C	ENSMUSG00000066224	Arid3c	1.1966881525044768
ENSG00000107175	CREB3	ENSMUSG00000028466	Creb3	574.7512392074506
ENSG00000196092	PAX5	ENSMUSG00000014030	Pax5	5.287775230835649
ENSG00000119138	KLF9	ENSMUSG00000033863	Klf9	2242.0185976681237
ENSG00000198963	RORB	ENSMUSG00000036192	Rorb	0.0
ENSG00000204612	FOXB2	ENSMUSG00000056829	Foxb2	0.35330054419869333
ENSG00000165030	NFIL3	ENSMUSG00000056749	Nfil3	110.13781702096718
ENSG00000131668	BARX1	ENSMUSG00000021381	Barx1	5.17146573070891
ENSG00000175787	ZNF169	ENSMUSG00000050954	Zfp169	122.74160453552565
ENSG00000136936	XPA	ENSMUSG00000028329	Xpa	70.49147574589374
ENSG00000178919	FOXE1	ENSMUSG00000070990	Foxe1	3.308438929715033
ENSG00000119508	NR4A3	ENSMUSG00000028341	Nr4a3	0.29917203812611903
ENSG00000066697	MSANTD3	ENSMUSG00000039693	Msantd3	488.8940010015197
ENSG00000136870	ZNF189	ENSMUSG00000039634	Zfp189	115.91770667415136
ENSG00000186051	TAL2	ENSMUSG00000028417	Tal2	1.2427641705954533
ENSG00000136826	KLF4	ENSMUSG00000003032	Klf4	6539.399833453533
ENSG00000173258	ZNF483	ENSMUSG00000038630	Zkscan16	16.2151847023411
ENSG00000106852	LHX6	ENSMUSG00000026890	Lhx6	16.782760361031464
ENSG00000186130	ZBTB6	ENSMUSG00000066798	Zbtb6	354.7204627980784
ENSG00000171448	ZBTB26	ENSMUSG00000050714	Zbtb26	520.764920328285
ENSG00000106689	LHX2	ENSMUSG00000000247	Lhx2	38.2051954143923
ENSG00000136931	NR5A1	ENSMUSG00000026751	Nr5a1	0.0
ENSG00000148200	NR6A1	ENSMUSG00000063972	Nr6a1	429.27594854323365
ENSG00000167081	PBX3	ENSMUSG00000038718	Pbx3	52.417636286377196
ENSG00000136944	LMX1B	ENSMUSG00000038765	Lmx1b	47.92353964231813
ENSG00000169155	ZBTB43	ENSMUSG00000026788	Zbtb43	1137.2750693620399
ENSG00000177125	ZBTB34	ENSMUSG00000068966	Zbtb34	937.723733981837
ENSG00000171169	NAIF1	ENSMUSG00000039164	Naif1	173.358347574238
ENSG00000167157	PRRX2	ENSMUSG00000039476	Prrx2	9.315239780748122
ENSG00000130711	PRDM12	ENSMUSG00000079466	Prdm12	0.69854860041579
ENSG00000125492	BARHL1	ENSMUSG00000026805	Barhl1	1.2427641705954533
ENSG00000165702	GFI1B	ENSMUSG00000026815	Gfi1b	0.3452480562170967
ENSG00000186350	RXRA	ENSMUSG00000015846	Rxra	431.0931692127477
ENSG00000107187	LHX3	ENSMUSG00000026934	Lhx3	3.5293249978237866
ENSG00000067082	KLF6	ENSMUSG00000000078	Klf6	1125.66006299464
ENSG00000107485	GATA3	ENSMUSG00000015619	Gata3	24.804787909274737
ENSG00000168267	PTF1A	ENSMUSG00000026735	Ptf1a	0.0
ENSG00000148516	ZEB1	ENSMUSG00000024238	Zeb1	0.0
ENSG00000095794	CREM	ENSMUSG00000063889	Crem	158.81089170876234
ENSG00000198105	ZNF248	ENSMUSG00000030145	Zfp248	102.7337074175454
ENSG00000175395	ZNF25	ENSMUSG00000072623	Zfp9	35.05188689034747
ENSG00000243660	ZNF487	ENSMUSG00000067430	Zfp763	273.16528200319794
ENSG00000170100	ZNF778	ENSMUSG00000067430	Zfp763	273.16528200319794
ENSG00000169740	ZNF32	ENSMUSG00000059689	Zfp637	144.966425716904
ENSG00000165512	ZNF22	ENSMUSG00000059878	Zfp422	310.20993865345764
ENSG00000165606	DRGX	ENSMUSG00000041730	Prrxl1	0.29917203812611903
ENSG00000150347	ARID5B	ENSMUSG00000019947	Arid5b	3183.2559790257133
ENSG00000122877	EGR2	ENSMUSG00000037868	Egr2	0.997720638541909
ENSG00000179774	ATOH7	ENSMUSG00000036816	Atoh7	0.0
ENSG00000138336	TET1	ENSMUSG00000047146	Tet1	10056.3834244184
ENSG00000122859	NEUROG3	ENSMUSG00000044312	Neurog3	0.0
ENSG00000196233	LCOR	ENSMUSG00000090673	Gm340	370.63548832395963
ENSG00000119919	NKX2-3	ENSMUSG00000044220	Nkx2-3	1.8411082468476903
ENSG00000075891	PAX2	ENSMUSG00000004231	Pax2	0.5983440762522366
ENSG00000107807	TLX1	ENSMUSG00000025215	Tlx1	22.82689314251863
ENSG00000138136	LBX1	ENSMUSG00000025216	Lbx1	1.6041172027757398
ENSG00000107859	PITX3	ENSMUSG00000025229	Pitx3	0.3452480562170967
ENSG00000077150	NFKB2	ENSMUSG00000025225	Nfkb2	690.8394095398684
ENSG00000119950	MXI1	ENSMUSG00000025025	Mxi1	599.7289616349348
ENSG00000148737	TCF7L2	ENSMUSG00000024985	Tcf7l2	253.36999740952933
ENSG00000148704	VAX1	ENSMUSG00000006270	Vax1	0.3452480562170967
ENSG00000170370	EMX2	ENSMUSG00000043969	Emx2	0.0
ENSG00000095574	IKZF5	ENSMUSG00000040167	Ikzf5	368.77137386233363
ENSG00000188620	HMX3	ENSMUSG00000040148	Hmx3	0.6444200943432157
ENSG00000188816	HMX2	ENSMUSG00000050100	Hmx2	1.25081665857705
ENSG00000229544	NKX1-2	ENSMUSG00000048528	Nkx1-2	20.598141265526003
ENSG00000186766	FOXI2	ENSMUSG00000048377	Foxi2	0.0
ENSG00000108001	EBF3	ENSMUSG00000010476	Ebf3	1.9493652589928363
ENSG00000148826	NKX6-2	ENSMUSG00000041309	Nkx6-2	360.32910370196197
ENSG00000185507	IRF7	ENSMUSG00000025498	Irf7	10.754040955852199
ENSG00000177030	DEAF1	ENSMUSG00000058886	Deaf1	791.8921240260689
ENSG00000183734	ASCL2	ENSMUSG00000009248	Ascl2	75.9921903326353
ENSG00000176009	ASCL3	ENSMUSG00000035951	Ascl3	0.0
ENSG00000166478	ZNF143	ENSMUSG00000061079	Zfp143	602.8121789991183
ENSG00000187079	TEAD1	ENSMUSG00000055320	Tead1	1630.1554111222301
ENSG00000133794	ARNTL	ENSMUSG00000055116	Arntl	422.86087382577034
ENSG00000110693	SOX6	ENSMUSG00000051910	Sox6	27.3627886423
ENSG00000129152	MYOD1	ENSMUSG00000009471	Myod1	0.0
ENSG00000129173	E2F8	ENSMUSG00000046179	E2f8	335.75477848019204
ENSG00000109851	DBX1	ENSMUSG00000030507	Dbx1	0.0
ENSG00000007372	PAX6	ENSMUSG00000027168	Pax6	7.604307100191753
ENSG00000184937	WT1	ENSMUSG00000016458	Wt1	1.0437966566328833
ENSG00000135374	ELF5	ENSMUSG00000027186	Elf5	1.3429686947590023
ENSG00000135373	EHF	ENSMUSG00000012350	Ehf	3.4766380261157432
ENSG00000052850	ALX4	ENSMUSG00000040310	Alx4	0.0
ENSG00000157613	CREB3L1	ENSMUSG00000027230	Creb3l1	52.332095203812294
ENSG00000025434	NR1H3	ENSMUSG00000002108	Nr1h3	14.480094557839962
ENSG00000066336	SPI1	ENSMUSG00000002111	Spi1	62.103723121651704
ENSG00000124920	MYRF	ENSMUSG00000036098	Myrf	14.7032195357473
ENSG00000185670	ZBTB3	ENSMUSG00000071661	Zbtb3	143.66307530312267
ENSG00000173153	ESRRA	ENSMUSG00000024955	Esrra	359.51117663319997
ENSG00000173039	RELA	ENSMUSG00000024927	Rela	687.764255557995
ENSG00000172818	OVOL1	ENSMUSG00000024922	Ovol1	2.60183784131765
ENSG00000175592	FOSL1	ENSMUSG00000024912	Fosl1	1.5960647147941465
ENSG00000165462	PHOX2A	ENSMUSG00000007946	Phox2a	41.223956328327326
ENSG00000137492	THAP12	ENSMUSG00000030753	Thap12	911.0086920043113
ENSG00000137504	CREBZF	ENSMUSG00000051451	Crebzf	879.4351693187933
ENSG00000183340	JRKL	ENSMUSG00000079083	Jrkl	194.11006104096234
ENSG00000082175	PGR	ENSMUSG00000031870	Pgr	11.726162596084825
ENSG00000110777	POU2AF1	ENSMUSG00000032053	Pou2af1	0.0
ENSG00000109906	ZBTB16	ENSMUSG00000066687	Zbtb16	10.482601050055257
ENSG00000118058	KMT2A	ENSMUSG00000002028	Kmt2a	1901.80160991498
ENSG00000176302	FOXR1	ENSMUSG00000074397	Foxr1	23.1509142442449
ENSG00000172273	HINFP	ENSMUSG00000032119	Hinfp	437.31338946778465
ENSG00000137709	POU2F3	ENSMUSG00000032015	Pou2f3	282.3218873293454
ENSG00000188909	BSX	ENSMUSG00000054360	Bsx	0.0
ENSG00000166261	ZNF202	ENSMUSG00000025602	Zfp202	142.52061053814
ENSG00000165495	PKNOX2	ENSMUSG00000035934	Pknox2	379.92778022498334
ENSG00000134954	ETS1	ENSMUSG00000032035	Ets1	13.704701521771355
ENSG00000151702	FLI1	ENSMUSG00000016087	Fli1	0.0
ENSG00000043039	BARX2	ENSMUSG00000032033	Barx2	0.7066010883973832
ENSG00000196323	ZBTB44	ENSMUSG00000047412	Zbtb44	3165.1360347285267
ENSG00000111206	FOXM1	ENSMUSG00000001517	Foxm1	1346.0176473029467
ENSG00000197905	TEAD4	ENSMUSG00000030353	Tead4	1643.9149763270434
ENSG00000126746	ZNF384	ENSMUSG00000038346	Zfp384	1030.0418952239547
ENSG00000111704	NANOG	ENSMUSG00000012396	Nanog	15126.568977462734
ENSG00000255192	NANOGP8	ENSMUSG00000012396	Nanog	15126.568977462734
ENSG00000065970	FOXJ2	ENSMUSG00000003154	Foxj2	251.62024382342932
ENSG00000060138	YBX3	ENSMUSG00000030189	Ybx3	6451.965835598033
ENSG00000139083	ETV6	ENSMUSG00000030199	Etv6	1140.0740806992928
ENSG00000111269	CREBL2	ENSMUSG00000032652	Crebl2	304.50177145739866
ENSG00000134532	SOX5	ENSMUSG00000041540	Sox5	3.836549523931503
ENSG00000123095	BHLHE41	ENSMUSG00000030256	Bhlhe41	164.50138622012764
ENSG00000029153	ARNTL2	ENSMUSG00000040187	Arntl2	31.616155463070168
ENSG00000185610	DBX2	ENSMUSG00000045608	Dbx2	0.9435921324693334
ENSG00000111424	VDR	ENSMUSG00000022479	Vdr	30.2322801694727
ENSG00000167528	ZNF641	ENSMUSG00000022987	Zfp641	3.2842814657702397
ENSG00000123268	ATF1	ENSMUSG00000023027	Atf1	1159.2600420826834
ENSG00000135457	TFCP2	ENSMUSG00000009733	Tfcp2	444.67312357976266
ENSG00000123358	NR4A1	ENSMUSG00000023034	Nr4a1	801.5739597384103
ENSG00000139651	ZNF740	ENSMUSG00000046897	Zfp740	2128.7141500809435
ENSG00000172819	RARG	ENSMUSG00000001288	Rarg	255.17998336508265
ENSG00000185591	SP1	ENSMUSG00000001280	Sp1	4925.929445553804
ENSG00000170653	ATF7	ENSMUSG00000052414	Gm28047	206.65114007264333
ENSG00000123364	HOXC13	ENSMUSG00000001655	Hoxc13	310.76019024770636
ENSG00000123407	HOXC12	ENSMUSG00000050328	Hoxc12	134.600239942754
ENSG00000123388	HOXC11	ENSMUSG00000001656	Hoxc11	10.300535887489977
ENSG00000180818	HOXC10	ENSMUSG00000022484	Hoxc10	20.41820923698057
ENSG00000197757	HOXC6	ENSMUSG00000001661	Hoxc6	6.883839945629796
ENSG00000180806	HOXC9	ENSMUSG00000036139	Hoxc9	7.082807459592369
ENSG00000037965	HOXC8	ENSMUSG00000001657	Hoxc8	1.90328924090186
ENSG00000198353	HOXC4	ENSMUSG00000075394	Hoxc4	73.13656487162723
ENSG00000172789	HOXC5	ENSMUSG00000022485	Hoxc5	5.50428925512594
ENSG00000123405	NFE2	ENSMUSG00000058794	Nfe2	32.161812567614334
ENSG00000123307	NEUROD4	ENSMUSG00000048015	Neurod4	0.0
ENSG00000123411	IKZF4	ENSMUSG00000002578	Ikzf4	37.48547819453954
ENSG00000170581	STAT2	ENSMUSG00000040033	Stat2	1591.70559280556
ENSG00000166888	STAT6	ENSMUSG00000002147	Stat6	916.0141771498307
ENSG00000111087	GLI1	ENSMUSG00000025407	Gli1	357.2677504202797
ENSG00000175197	DDIT3	ENSMUSG00000025408	Ddit3	517.3790198461246
ENSG00000165891	E2F7	ENSMUSG00000020185	E2f7	372.96310896653034
ENSG00000111046	MYF6	ENSMUSG00000035923	Myf6	0.0
ENSG00000111049	MYF5	ENSMUSG00000000435	Myf5	0.0
ENSG00000180318	ALX1	ENSMUSG00000036602	Alx1	0.0
ENSG00000120798	NR2C1	ENSMUSG00000005897	Nr2c1	177.6200733159973
ENSG00000111145	ELK3	ENSMUSG00000008398	Elk3	232.55620872453002
ENSG00000012504	NR1H4	ENSMUSG00000047638	Nr1h4	0.29917203812611903
ENSG00000166211	SPIC	ENSMUSG00000004359	Spic	322.2726839517633
ENSG00000139352	ASCL1	ENSMUSG00000020052	Ascl1	0.0
ENSG00000120837	NFYB	ENSMUSG00000020248	Nfyb	1368.44362043644
ENSG00000111783	RFX4	ENSMUSG00000020037	Rfx4	5.518155321290546
ENSG00000110851	PRDM4	ENSMUSG00000035529	Prdm4	831.936616131403
ENSG00000187855	ASCL4	ENSMUSG00000085111	Ascl4	1.7043217269392923
ENSG00000139445	FOXN4	ENSMUSG00000042002	Foxn4	62.4269942886688
ENSG00000111249	CUX2	ENSMUSG00000042589	Cux2	96.06717887163985
ENSG00000089116	LHX5	ENSMUSG00000029595	Lhx5	2.041517295174789
ENSG00000089225	TBX5	ENSMUSG00000018263	Tbx5	1.3970972008315732
ENSG00000135111	TBX3	ENSMUSG00000018604	Tbx3	4548.195850203343
ENSG00000135100	HNF1A	ENSMUSG00000029556	Hnf1a	90.5234245520399
ENSG00000089094	KDM2B	ENSMUSG00000029475	Kdm2b	2535.9814698889763
ENSG00000175727	MLXIP	ENSMUSG00000038342	Mlxip	540.449710390081
ENSG00000179195	ZNF664	ENSMUSG00000079215	Zfp664	1789.0559422073566
ENSG00000196458	ZNF605	ENSMUSG00000023284	Zfp605	148.7159342888523
ENSG00000122034	GTF3A	ENSMUSG00000016503	Gtf3a	216.73963975543998
ENSG00000169840	GSX1	ENSMUSG00000053129	Gsx1	0.9435921324693334
ENSG00000139515	PDX1	ENSMUSG00000029644	Pdx1	0.95164462045093
ENSG00000165556	CDX2	ENSMUSG00000029646	Cdx2	0.7066010883973832
ENSG00000120669	SOHLH2	ENSMUSG00000027794	Sohlh2	255.903196519679
ENSG00000250709	CCDC169-SOHLH2	ENSMUSG00000027794	Sohlh2	255.903196519679
ENSG00000150907	FOXO1	ENSMUSG00000044167	Foxo1	471.862939767387
ENSG00000120690	ELF1	ENSMUSG00000036461	Elf1	484.70291005625364
ENSG00000102554	KLF5	ENSMUSG00000005148	Klf5	2544.42798344546
ENSG00000118922	KLF12	ENSMUSG00000072294	Klf12	57.508038754118424
ENSG00000152192	POU4F1	ENSMUSG00000048349	Pou4f1	39.40263350160597
ENSG00000125285	SOX21	ENSMUSG00000061517	Sox21	66.6248494040557
ENSG00000139793	MBNL2	ENSMUSG00000022139	Mbnl2	887.1438519423679
ENSG00000139800	ZIC5	ENSMUSG00000041703	Zic5	424.62795147631135
ENSG00000043355	ZIC2	ENSMUSG00000061524	Zic2	562.0578531137033
ENSG00000198176	TFDP1	ENSMUSG00000038482	Tfdp1	2992.31577112305
ENSG00000165804	ZNF219	ENSMUSG00000049295	Zfp219	1210.4915623952766
ENSG00000165821	SALL2	ENSMUSG00000049532	Sall2	159.58351834620967
ENSG00000092067	CEBPE	ENSMUSG00000052435	Cebpe	0.3452480562170967
ENSG00000215271	HOMEZ	ENSMUSG00000057156	Homez	177.93663864794735
ENSG00000136367	ZFHX2	ENSMUSG00000040721	Zfhx2	945.5485205822023
ENSG00000129535	NRL	ENSMUSG00000040632	Nrl	0.0
ENSG00000213928	IRF9	ENSMUSG00000002325	Irf9	419.55920996050503
ENSG00000100968	NFATC4	ENSMUSG00000023411	Nfatc4	972.529301306669
ENSG00000176165	FOXG1	ENSMUSG00000089922	Gm43517	0.6524725823248123
ENSG00000176165	FOXG1	ENSMUSG00000020950	Foxg1	7.259059043974687
ENSG00000151322	NPAS3	ENSMUSG00000021010	Npas3	0.6524725823248123
ENSG00000136352	NKX2-1	ENSMUSG00000001496	Nkx2-1	0.0
ENSG00000136327	NKX2-8	ENSMUSG00000058669	Nkx2-9	26.12359914008893
ENSG00000198807	PAX9	ENSMUSG00000001497	Pax9	3.952859024058243
