gene_name_human	gene_name_mouse	gene_id_human	gene_id_mouse	mean_tpm_hESCs	mean_tpm_mESCs	logFC	padj
ZNF12	Zfp12	ENSG00000164631	ENSMUSG00000029587	1089.1527467474666	364.03785750150433	0.0256198335225268	0.9361846238879972
ETV1	Etv1	ENSG00000006468	ENSMUSG00000004151	3538.72935055239	33.76961021455323	-5.1916157183878395	1.82887133902209e-09
AHR	Ahr	ENSG00000106546	ENSMUSG00000019256	280.55155653603265	235.0173097151647	1.31542484754666	0.000356077801779603
TWIST1	Twist1	ENSG00000122691	ENSMUSG00000035799	12.43618227758301	24.550250354875065	2.46785716927889	2.41218662669857e-05
SP8	Sp8	ENSG00000164651	ENSMUSG00000048562	20.447087846047868	14.63005554425762	0.9095296700248722	0.0562636830133296
SP4	Sp4	ENSG00000105866	ENSMUSG00000025323	965.1988234523564	134.11948279016067	-1.23018706802116	0.0058055107251623
NFE2L3	Nfe2l3	ENSG00000050344	ENSMUSG00000029832	8343.647774323234	53.7430584708085	-5.796082761138329	8.264675641342329e-12
HOXA1	Hoxa1	ENSG00000105991	ENSMUSG00000029844	0.3357743322335233	26.4783412186522	6.66375629406876	3.56712081187626e-08
CREB5	Creb5	ENSG00000146592	ENSMUSG00000053007	413.17447677983097	0.3452480562170967	-7.5136302934993395	4.07296350314657e-07
TBX20	Tbx20	ENSG00000164532	ENSMUSG00000031965	0.6843161333106268	113.69263524132168	8.248171204446301	1.1110761660765899e-09
POU6F2	Pou6f2	ENSG00000106536	ENSMUSG00000009734	81.2445740022427	0.3452480562170967	-5.32606190229142	2.02840348811465e-07
GLI3	Gli3	ENSG00000106571	ENSMUSG00000021318	1512.36990550491	177.501862631995	-1.65099734636714	1.28610424809861e-06
IKZF1	Ikzf1	ENSG00000185811	ENSMUSG00000018654	85.35253859409788	4.727454684692789	-2.66718335486591	8.7062055470809e-06
MLXIPL	Mlxipl	ENSG00000009950	ENSMUSG00000005373	146.7518904319857	61.6831670455961	0.12801957255213903	0.7724927284858141
GTF2IRD1	Gtf2ird1	ENSG00000006704	ENSMUSG00000023079	2257.621228893147	1558.0471564381332	0.948342109399601	9.889638718415351e-05
BHLHA15	Bhlha15	ENSG00000180535	ENSMUSG00000052271	54.51519844602876	20.151938750436162	0.0407806422286524	0.9171262331504529
ZNF394	Zkscan14	ENSG00000160908	ENSMUSG00000029627	1140.7175193811065	126.43262345191165	-1.6979061530963	5.39974681523868e-07
ZKSCAN5	Zkscan5	ENSG00000196652	ENSMUSG00000055991	1791.8652319007267	587.259030130831	-0.135665815705977	0.33574307539582593
ZNF655	Zfp655	ENSG00000197343	ENSMUSG00000007812	1570.1623395595143	2361.3877850943395	2.25354186529303	1.8684006048529603e-05
ZKSCAN1	Zkscan1	ENSG00000106261	ENSMUSG00000029729	1375.1220374353554	430.5728886606267	-0.0203303703061057	0.9570966305365992
CUX1	Cux1	ENSG00000257923	ENSMUSG00000029705	3867.300589736367	646.3158275988453	-1.12056973618227	4.53109451103098e-06
HBP1	Hbp1	ENSG00000105856	ENSMUSG00000002996	965.4867581386228	1527.3361939150366	2.15625740211518	1.56581888666021e-08
FEZF1	Fezf1	ENSG00000128610	ENSMUSG00000029697	20.091431026518197	0.989668150560309	-2.55661109083146	0.00312057774283094
NRF1	Nrf1	ENSG00000106459	ENSMUSG00000058440	1513.9326022208033	1291.8752122698468	1.2462895935093798	3.3067181654530603e-06
CREB3L2	Creb3l2	ENSG00000182158	ENSMUSG00000038648	4065.536086646977	957.4405224440012	-0.615099698394683	0.000498803085132371
ZNF786	Zfp786	ENSG00000197362	ENSMUSG00000051499	991.6350608176555	62.87026629430469	-2.5081878270799303	3.60561343819506e-08
ZNF398	Zfp398	ENSG00000197024	ENSMUSG00000062519	4138.30045934051	117.94253316948634	-3.67383521102948	6.717752883968439e-11
ZNF282	Zfp282	ENSG00000170265	ENSMUSG00000025821	3641.3588154597333	219.0188505886713	-2.5956022742375002	2.6710150022237004e-08
ZNF212	Zfp212	ENSG00000170260	ENSMUSG00000052763	1599.0929056942434	567.00903088458	-0.0289813936350922	0.890025705792505
ZNF777	Zfp777	ENSG00000196453	ENSMUSG00000071477	1141.3239206799371	559.9038030340856	0.46544161976952003	0.0393674235715867
GBX1	Gbx1	ENSG00000164900	ENSMUSG00000067724	2.3155093893385263	15.088730031872402	4.00226868704909	8.37972883484314e-07
EN2	En2	ENSG00000164778	ENSMUSG00000039095	0.0	164.04827721274265	9.82948425930185	2.1733282439810403e-12
MNX1	Mnx1	ENSG00000130675	ENSMUSG00000001566	1.9658370981832132	6.891892433611389	3.5058108433461896	0.000114276710693773
NR0B1	Nr0b1	ENSG00000169297	ENSMUSG00000025056	6.98256959438991	1327.3744406400501	8.95102780653881	1.0500732668535199e-11
ELK1	Elk1	ENSG00000126767	ENSMUSG00000009406	2638.524448657047	694.2959082721254	-0.44663716768377104	0.021302790668853
ZNF182	Zfp182	ENSG00000147118	ENSMUSG00000054737	420.09664279597337	164.3970890430153	0.221904847206399	0.5626611302245771
GATA1	Gata1	ENSG00000102145	ENSMUSG00000031162	1.33146035016871	9.116272266785543	3.88122892569053	2.16342160935956e-06
TFE3	Tfe3	ENSG00000068323	ENSMUSG00000000134	6708.812546550624	1778.253734286637	-0.450262903774005	0.0107586678744069
FOXP3	Foxp3	ENSG00000049768	ENSMUSG00000039521	47.9810494233082	8.31314709838775	-1.0894618295085	0.0333833905076771
FOXR2	Foxr2	ENSG00000189299	ENSMUSG00000071665	0.0	7.158854519811125	5.28961556359678	1.22772553409711e-07
KLF8	Klf8	ENSG00000102349	ENSMUSG00000041649	436.28957650262737	1155.2805807741731	2.8710438644283505	2.26957492405871e-09
AR	Ar	ENSG00000169083	ENSMUSG00000046532	896.0580871009403	12.354477714464805	-4.69216960526838	2.05764976787462e-09
FOXO4	Foxo4	ENSG00000184481	ENSMUSG00000042903	2062.896381999737	953.0734227588281	0.35603163847879404	0.0881140715613696
CDX4	Cdx4	ENSG00000131264	ENSMUSG00000031326	76.07646418800353	0.29917203812611903	-5.26666317724362	6.22298624687756e-08
HDX	Hdx	ENSG00000165259	ENSMUSG00000034551	373.41801871821934	84.87722679847802	-0.590101565422081	0.122027444486173
ZNF711	Zfp711	ENSG00000147180	ENSMUSG00000025529	942.505003271969	56.423873881798805	-2.30237096800033	0.0015529378782294199
ESX1	Esx1	ENSG00000123576	ENSMUSG00000023443	0.6471442168580867	77.72999943503288	7.630803404279691	1.64230973003121e-08
ZBTB33	Zbtb33	ENSG00000177485	ENSMUSG00000048047	942.5875806107941	249.61957479203934	-0.18824042544754502	0.664669734309454
ELF4	Elf4	ENSG00000102034	ENSMUSG00000031103	158.53371688017566	601.2933927174207	3.3909324616360403	1.23111482512407e-09
ZNF449	Zfp449	ENSG00000173275	ENSMUSG00000073176	390.4458531788273	84.81947618329617	-0.47744286153919896	0.32468564483787105
ZIC3	Zic3	ENSG00000156925	ENSMUSG00000067860	1742.3726383299065	741.2316756942786	0.267238579057438	0.19983637829956502
SOX3	Sox3	ENSG00000134595	ENSMUSG00000045179	1291.7314670346398	0.69854860041579	-8.80692088916211	2.44291602792893e-09
MECP2	Mecp2	ENSG00000169057	ENSMUSG00000031393	2522.0486339844133	555.7879143328793	-0.706132772295633	0.000972934940560782
SOX7	Sox7	ENSG00000171056	ENSMUSG00000063060	46.21270888615303	15.024310128019602	-0.12358200559241	0.79550754631137
GATA4	Gata4	ENSG00000136574	ENSMUSG00000021944	7.716825112996646	141.94781801947235	5.6664869451598205	3.9442017040974295e-09
NKX3-1	Nkx3-1	ENSG00000167034	ENSMUSG00000022061	47.48278606042518	6.010481295196226	-1.5394100022479702	0.00456423032811013
HMBOX1	Hmbox1	ENSG00000147421	ENSMUSG00000021972	430.1097772574943	604.9231432952237	1.99564755585905	3.98423759475194e-07
NKX6-3	Nkx6-3	ENSG00000165066	ENSMUSG00000063672	0.99568601793519	275.51587895770166	8.85848077243984	1.1533282854772501e-08
THAP1	Thap1	ENSG00000131931	ENSMUSG00000037214	807.3799115839838	162.75074037714367	-0.817939541694537	0.0019454708014459302
CEBPD	Cebpd	ENSG00000221869	ENSMUSG00000071637	44.311936216348435	14.687114559784126	-0.0810746352808527	0.851470834169907
SNAI2	Snai2	ENSG00000019549	ENSMUSG00000022676	71.92039251894276	4.489022106256317	-2.35041061421969	0.000551748534670465
PLAG1	Plag1	ENSG00000181690	ENSMUSG00000003282	403.34934691511603	201.24635284769633	0.664884281878328	0.11985238804082099
MYBL1	Mybl1	ENSG00000185697	ENSMUSG00000025912	185.7092337373875	411.48877646633133	2.82006199154355	1.4875515527850199e-05
PRDM14	Prdm14	ENSG00000147596	ENSMUSG00000042414	3346.4020057658527	1030.5152426574277	-0.23323334693137002	0.194863742545969
MSC	Msc	ENSG00000178860	ENSMUSG00000025930	103.09345270089898	88.27249512861867	1.2129007171522599	0.00236123433379946
HNF4G	Hnf4g	ENSG00000164749	ENSMUSG00000017688	76.8202465976483	0.0	-5.6276744746559	2.2487671197748298e-07
ZFHX4	Zfhx4	ENSG00000091656	ENSMUSG00000025255	72.63646360221581	14.895576096092832	-0.7770389594435191	0.0163416540835391
HEY1	Hey1	ENSG00000164683	ENSMUSG00000040289	174.37974625146398	50.700784251859126	-0.337257446787737	0.352837229292863
ZNF704	Zfp704	ENSG00000164684	ENSMUSG00000040209	243.49617068885996	1215.3212964031	3.78776797588166	1.8216853945926602e-11
E2F5	E2f5	ENSG00000133740	ENSMUSG00000027552	2524.18681387538	989.6250182582077	0.110334552750482	0.45376585951308007
OSR2	Osr2	ENSG00000164920	ENSMUSG00000022330	7.704057644153067	10.35242548376394	1.8762879943987099	0.00456963350730551
GRHL2	Grhl2	ENSG00000083307	ENSMUSG00000022286	1822.3235133035098	86.71331884257681	-2.9565088893473703	1.0250764048789099e-07
KLF10	Klf10	ENSG00000155090	ENSMUSG00000037465	1954.7565980523802	1906.29986280052	1.44171642931798	5.676930154952599e-07
TRPS1	Trps1	ENSG00000104447	ENSMUSG00000038679	191.19105900787943	740.5383221651823	3.54894424136804	5.68665475377629e-08
ZHX1	Zhx1	ENSG00000165156	ENSMUSG00000022361	366.3084882560167	110.56337840544303	-0.0689850140425245	0.880056758849897
MYC	Myc	ENSG00000136997	ENSMUSG00000022346	9030.426736985974	17.045350403412765	-7.5579067046028605	3.1050552533176096e-10
ZFP41	Zfp41	ENSG00000181638	ENSMUSG00000047003	730.5440209650096	544.8717089146247	1.04925502300974	3.91699969602784e-05
MAFA	Mafa	ENSG00000182759	ENSMUSG00000047591	66.95830255389944	5.1956231946537	-2.0935344762575303	0.000656184625919161
HSF1	Hsf1	ENSG00000185122	ENSMUSG00000022556	4516.58281365564	654.638257168022	-1.30350062167014	1.30952235692473e-05
FOXH1	Foxh1	ENSG00000160973	ENSMUSG00000033837	3005.306561754403	702.1291173820114	-0.615225008344504	0.0190998678009116
ZNF7	Zfp7	ENSG00000147789	ENSMUSG00000033669	1232.5534509100169	1488.2696317746368	1.738387442434	8.910938556812791e-09
ZNF250	Zfp647	ENSG00000196150	ENSMUSG00000054967	518.989592288382	47.4174059373017	-1.99567038988667	1.12035352710371e-06
DMRT1	Dmrt1	ENSG00000137090	ENSMUSG00000024837	20.6224409396234	184.9260057534967	4.6069116241522305	1.26391514140908e-09
DMRT3	Dmrt3	ENSG00000064218	ENSMUSG00000042372	0.6227397692491267	21.946970979192894	6.12701422900443	3.7987343498739297e-07
DMRT2	Dmrt2	ENSG00000173253	ENSMUSG00000048138	0.0	12.178226130082527	6.02709439363938	1.18239260847249e-07
RFX3	Rfx3	ENSG00000080298	ENSMUSG00000040929	726.5903205920649	172.01407966728902	-0.481064302960651	0.226126806139756
GLIS3	Glis3	ENSG00000107249	ENSMUSG00000052942	28.504305845673297	255.90849211329734	4.61562940536293	7.54619452985689e-09
NFIB	Nfib	ENSG00000147862	ENSMUSG00000008575	223.78689272669303	394.166088591818	2.38098845121171	1.11079437345781e-06
BNC2	Bnc2	ENSG00000173068	ENSMUSG00000028487	847.309285207151	151.10490200364669	-1.01922582486712	0.0037657781289295103
DMRTA1	Dmrta1	ENSG00000176399	ENSMUSG00000043753	342.1133008104873	0.6524725823248123	-6.85877305663669	1.98644119405151e-08
TOPORS	Topors	ENSG00000197579	ENSMUSG00000036822	2100.814859016023	1773.1652003197798	1.34802372865744	0.00015457230528288798
CREB3	Creb3	ENSG00000107175	ENSMUSG00000028466	2587.78146910955	574.7512392074506	-0.722105761374933	0.00541100934443519
KLF9	Klf9	ENSG00000119138	ENSMUSG00000033863	40.990524102634865	2242.0185976681237	7.29820047291928	3.91820543171638e-12
RORB	Rorb	ENSG00000198963	ENSMUSG00000036192	139.074564516555	0.0	-6.51749290025972	8.86777155346925e-08
NFIL3	Nfil3	ENSG00000165030	ENSMUSG00000056749	736.5642003630552	110.13781702096718	-1.28527068419739	1.66465426029428e-05
BARX1	Barx1	ENSG00000131668	ENSMUSG00000021381	39.538117706153095	5.17146573070891	-1.41215177971255	0.0187078873938095
ZNF169	Zfp169	ENSG00000175787	ENSMUSG00000050954	227.14456974807135	122.74160453552565	0.5839771991136371	0.0079327926930442
XPA	Xpa	ENSG00000136936	ENSMUSG00000028329	156.659621640747	70.49147574589374	0.35797280542551296	0.21405208553585198
MSANTD3	Msantd3	ENSG00000066697	ENSMUSG00000039693	1656.1000108675764	488.8940010015197	-0.30698371621868803	0.0726677404332367
ZNF189	Zfp189	ENSG00000136870	ENSMUSG00000039634	905.5621853606663	115.91770667415136	-1.37119503392481	0.00154541433853779
KLF4	Klf4	ENSG00000136826	ENSMUSG00000003032	129.21827292319767	6539.399833453533	7.130895546306091	3.9495442949650496e-12
ZNF483	Zkscan16	ENSG00000173258	ENSMUSG00000038630	492.61082301680835	16.2151847023411	-3.1915975095562596	0.000369243944848763
LHX6	Lhx6	ENSG00000106852	ENSMUSG00000026890	117.641705574154	16.782760361031464	-1.2736555393226499	0.00229865787753102
ZBTB6	Zbtb6	ENSG00000186130	ENSMUSG00000066798	654.8596877554666	354.7204627980784	0.710938864110825	0.0383444278061541
ZBTB26	Zbtb26	ENSG00000171448	ENSMUSG00000050714	603.4471021025028	520.764920328285	1.36776745699747	0.000304041637058551
LHX2	Lhx2	ENSG00000106689	ENSMUSG00000000247	12.620911369767533	38.2051954143923	2.96219361156752	3.3904239222901502e-06
NR6A1	Nr6a1	ENSG00000148200	ENSMUSG00000063972	13424.700032109968	429.27594854323365	-3.4864135081651004	2.7878277571534796e-10
PBX3	Pbx3	ENSG00000167081	ENSMUSG00000038718	1331.2256688711768	52.417636286377196	-3.18588999114617	1.9232257843100304e-09
LMX1B	Lmx1b	ENSG00000136944	ENSMUSG00000038765	12.604752430689325	47.92353964231813	3.30490035433707	0.0006019606452844849
ZBTB43	Zbtb43	ENSG00000169155	ENSMUSG00000026788	810.2218106778197	1137.2750693620399	2.04821922438187	7.76354212409273e-07
ZBTB34	Zbtb34	ENSG00000177125	ENSMUSG00000068966	1704.4640886609302	937.723733981837	0.649817715313563	0.00311443795348447
NAIF1	Naif1	ENSG00000171169	ENSMUSG00000039164	606.7792098325763	173.358347574238	-0.31619042148142795	0.22910930535998
PRRX2	Prrx2	ENSG00000167157	ENSMUSG00000039476	130.4220465823199	9.315239780748122	-2.27859114179982	0.000297783994865875
RXRA	Rxra	ENSG00000186350	ENSMUSG00000015846	3013.5844179149194	431.0931692127477	-1.33359430287019	3.1441498477941805e-05
KLF6	Klf6	ENSG00000067082	ENSMUSG00000000078	1993.3198344630134	1125.66006299464	0.668359258483368	0.0009168192003687711
GATA3	Gata3	ENSG00000107485	ENSMUSG00000015619	25.04309909434633	24.804787909274737	1.50860851538848	0.0005963145970070441
ZEB1	Zeb1	ENSG00000148516	ENSMUSG00000024238	31.810936996898192	0.0	-3.9407366992553996	0.000312989911703604
CREM	Crem	ENSG00000095794	ENSMUSG00000063889	946.869520892836	158.81089170876234	-1.10854780253947	6.77020132963087e-05
ZNF248	Zfp248	ENSG00000198105	ENSMUSG00000030145	421.90558901555204	102.7337074175454	-0.452483132198807	0.217891302067301
ZNF25	Zfp9	ENSG00000175395	ENSMUSG00000072623	52.9387140221212	35.05188689034747	1.09763420038264	0.0452458295401865
ZNF32	Zfp637	ENSG00000169740	ENSMUSG00000059689	964.507957456199	144.966425716904	-1.2629194329458102	1.45131381703416e-05
ZNF22	Zfp422	ENSG00000165512	ENSMUSG00000059878	1589.3175274124103	310.20993865345764	-0.840813900649229	0.0018849371061677102
ARID5B	Arid5b	ENSG00000150347	ENSMUSG00000019947	38.233612565997134	3183.2559790257133	7.93740797290967	2.6034853310723398e-11
EGR2	Egr2	ENSG00000122877	ENSMUSG00000037868	94.03701832328527	0.997720638541909	-4.50533832791028	2.2128076903133396e-07
TET1	Tet1	ENSG00000138336	ENSMUSG00000047146	3064.2399828157536	10056.3834244184	3.2905594627416	1.28737439325366e-08
LCOR	Gm340	ENSG00000196233	ENSMUSG00000090673	449.732003930965	370.63548832395963	1.4054641637304601	0.00319540523481332
TLX1	Tlx1	ENSG00000107807	ENSMUSG00000025215	0.3357743322335233	22.82689314251863	6.443515960956381	1.1170819165010702e-08
NFKB2	Nfkb2	ENSG00000077150	ENSMUSG00000025225	1729.5518510470665	690.8394095398684	0.154450875174475	0.471240515998452
MXI1	Mxi1	ENSG00000119950	ENSMUSG00000025025	409.5934607601733	599.7289616349348	2.01844800987087	6.22172718458508e-09
TCF7L2	Tcf7l2	ENSG00000148737	ENSMUSG00000024985	3244.3493107730665	253.36999740952933	-2.2026180827866804	9.588652946092521e-09
IKZF5	Ikzf5	ENSG00000095574	ENSMUSG00000040167	687.6364304241639	368.77137386233363	0.695620279243374	0.0262817594617379
HMX2	Hmx2	ENSG00000188816	ENSMUSG00000050100	156.30738658457736	1.25081665857705	-5.32482332339206	8.18663572412531e-06
NKX1-2	Nkx1-2	ENSG00000229544	ENSMUSG00000048528	415.22562481901167	20.598141265526003	-3.14855489304147	1.18023880159226e-05
FOXI2	Foxi2	ENSG00000186766	ENSMUSG00000048377	79.97548842823024	0.0	-5.857534104450389	1.53147181490998e-09
NKX6-2	Nkx6-2	ENSG00000148826	ENSMUSG00000041309	1.72994153654194	360.32910370196197	9.18062141617236	6.22622349850111e-07
IRF7	Irf7	ENSG00000185507	ENSMUSG00000025498	221.54282032465133	10.754040955852199	-2.8937269855336805	1.14199533969663e-06
DEAF1	Deaf1	ENSG00000177030	ENSMUSG00000058886	2465.84127743013	791.8921240260689	-0.15255982844289	0.512881639946606
ASCL2	Ascl2	ENSG00000183734	ENSMUSG00000009248	12.622041859845744	75.9921903326353	4.0475064671800896	3.39718626649191e-07
ZNF143	Zfp143	ENSG00000166478	ENSMUSG00000061079	1275.825631037963	602.8121789991183	0.55285172176863	0.12061297476232499
TEAD1	Tead1	ENSG00000187079	ENSMUSG00000055320	3713.564263650256	1630.1554111222301	0.46294688972204207	0.176693910507313
ARNTL	Arntl	ENSG00000133794	ENSMUSG00000055116	299.320945506727	422.86087382577034	2.02262507240978	1.03111083039128e-06
SOX6	Sox6	ENSG00000110693	ENSMUSG00000051910	11.902911384321404	27.3627886423	2.81967424433031	0.000208120163805237
E2F8	E2f8	ENSG00000129173	ENSMUSG00000046179	672.2286112060107	335.75477848019204	0.497014359155246	0.0320868932867278
PAX6	Pax6	ENSG00000007372	ENSMUSG00000027168	18.597385051617533	7.604307100191753	0.18422858620983604	0.71563842679548
CREB3L1	Creb3l1	ENSG00000157613	ENSMUSG00000027230	1018.4213912040599	52.332095203812294	-2.77044401728114	4.8522076540942e-07
NR1H3	Nr1h3	ENSG00000025434	ENSMUSG00000002108	1318.7120959442457	14.480094557839962	-5.00407829622494	1.07978644849175e-07
SPI1	Spi1	ENSG00000066336	ENSMUSG00000002111	17.576067501912732	62.103723121651704	3.29604633099666	5.13957840398087e-07
MYRF	Myrf	ENSG00000124920	ENSMUSG00000036098	680.8917235288336	14.7032195357473	-4.01878348773851	2.6661944344155195e-07
ZBTB3	Zbtb3	ENSG00000185670	ENSMUSG00000071661	1464.4830703991902	143.66307530312267	-1.87658369681098	1.43734520977411e-07
ESRRA	Esrra	ENSG00000173153	ENSMUSG00000024955	1847.9801063641298	359.51117663319997	-0.883607647948485	0.00274695162658407
RELA	Rela	ENSG00000173039	ENSMUSG00000024927	1720.8114307679098	687.764255557995	0.14984053806758202	0.467649452159342
OVOL1	Ovol1	ENSG00000172818	ENSMUSG00000024922	233.76822994251538	2.60183784131765	-4.87874890017413	1.30992391202239e-08
FOSL1	Fosl1	ENSG00000175592	ENSMUSG00000024912	727.919846081109	1.5960647147941465	-6.982412211521679	1.0709532570856099e-07
PHOX2A	Phox2a	ENSG00000165462	ENSMUSG00000007946	3.3355998548826733	41.223956328327326	4.90767354733142	1.26439921927648e-07
THAP12	Thap12	ENSG00000137492	ENSMUSG00000030753	2884.476904474633	911.0086920043113	-0.11326920334354	0.630357662512996
CREBZF	Crebzf	ENSG00000137504	ENSMUSG00000051451	3141.030024113957	879.4351693187933	-0.283563870190197	0.251040327657254
JRKL	Jrkl	ENSG00000183340	ENSMUSG00000079083	369.41903111592865	194.11006104096234	0.716025517326287	0.0749278821844945
PGR	Pgr	ENSG00000082175	ENSMUSG00000031870	3.8839957912267167	11.726162596084825	3.02876305814205	0.000299911890658342
ZBTB16	Zbtb16	ENSG00000109906	ENSMUSG00000066687	5.612806837690449	10.482601050055257	2.13409473201349	0.000663793107311221
KMT2A	Kmt2a	ENSG00000118058	ENSMUSG00000002028	4850.336701788609	1901.80160991498	0.17426326543593001	0.452128731555575
FOXR1	Foxr1	ENSG00000176302	ENSMUSG00000074397	1.6555977036368568	23.1509142442449	4.91748925124088	1.01792565526558e-06
HINFP	Hinfp	ENSG00000172273	ENSMUSG00000032119	2158.5517551755634	437.31338946778465	-0.8273840903042661	0.000462732886206117
POU2F3	Pou2f3	ENSG00000137709	ENSMUSG00000032015	121.10409711390571	282.3218873293454	2.50138143408469	6.11581411539416e-05
ZNF202	Zfp202	ENSG00000166261	ENSMUSG00000025602	3234.571510843454	142.52061053814	-3.05494658949008	1.2946710954878e-09
PKNOX2	Pknox2	ENSG00000165495	ENSMUSG00000035934	72.23778922767767	379.92778022498334	3.85479601236139	3.6640881550739e-10
ETS1	Ets1	ENSG00000134954	ENSMUSG00000032035	3780.8102316261034	13.704701521771355	-6.723385068597809	3.5229890211808e-09
FLI1	Fli1	ENSG00000151702	ENSMUSG00000016087	46.148968136017565	0.0	-5.07499516421875	4.900299604212e-09
ZBTB44	Zbtb44	ENSG00000196323	ENSMUSG00000047412	3522.02350238705	3165.1360347285267	1.39371641575725	4.910167461582561e-05
FOXM1	Foxm1	ENSG00000111206	ENSMUSG00000001517	9254.780059191924	1346.0176473029467	-1.3090414539187099	9.30861804852915e-06
TEAD4	Tead4	ENSG00000197905	ENSMUSG00000030353	7134.425817041392	1643.9149763270434	-0.639818908053411	0.00251109721955087
ZNF384	Zfp384	ENSG00000126746	ENSMUSG00000038346	3555.7019990752633	1030.0418952239547	-0.31535308717675603	0.0576629662825248
FOXJ2	Foxj2	ENSG00000065970	ENSMUSG00000003154	928.9574755221292	251.62024382342932	-0.409951452303057	0.0316466370994409
YBX3	Ybx3	ENSG00000060138	ENSMUSG00000030189	17781.2214641575	6451.965835598033	0.0138583550872256	0.93401841280973
ETV6	Etv6	ENSG00000139083	ENSMUSG00000030199	1560.2246279232434	1140.0740806992928	0.999698637092066	1.58205292264379e-05
CREBL2	Crebl2	ENSG00000111269	ENSMUSG00000032652	1267.8706103958577	304.50177145739866	-0.555745987174265	0.00991030034474685
BHLHE41	Bhlhe41	ENSG00000123095	ENSMUSG00000030256	115.5841929181732	164.50138622012764	1.9421511184129099	0.000116571346188877
ARNTL2	Arntl2	ENSG00000029153	ENSMUSG00000040187	905.2397220539387	31.616155463070168	-3.3052392360411	6.19971827173243e-07
VDR	Vdr	ENSG00000111424	ENSMUSG00000022479	201.31899946122	30.2322801694727	-1.30660073090285	0.0030230218424075104
ZNF641	Zfp641	ENSG00000167528	ENSMUSG00000022987	615.1113139615617	3.2842814657702397	-5.91615018703134	6.23716457209312e-09
ATF1	Atf1	ENSG00000123268	ENSMUSG00000023027	1111.355093874359	1159.2600420826834	1.6072096689207	6.38340391922535e-06
TFCP2	Tfcp2	ENSG00000135457	ENSMUSG00000009733	3827.7093138449236	444.67312357976266	-1.6446391730474499	2.1764728567800998e-07
NR4A1	Nr4a1	ENSG00000123358	ENSMUSG00000023034	682.6173242906176	801.5739597384103	1.71857885499795	2.16342160935956e-06
ZNF740	Zfp740	ENSG00000139651	ENSMUSG00000046897	2571.260150889273	2128.7141500809435	1.20263214818226	5.05733990246954e-06
RARG	Rarg	ENSG00000172819	ENSMUSG00000001288	3821.9803179820206	255.17998336508265	-2.4470313752658304	2.33753514649605e-07
SP1	Sp1	ENSG00000185591	ENSMUSG00000001280	5619.230546093852	4925.929445553804	1.2836754499633503	3.11003501591066e-07
HOXC13	Hoxc13	ENSG00000123364	ENSMUSG00000001655	0.6843161333106268	310.76019024770636	9.68699995235682	6.899844997865961e-11
HOXC12	Hoxc12	ENSG00000123407	ENSMUSG00000050328	0.0	134.600239942754	9.52788183184446	2.364362452398e-11
HOXC10	Hoxc10	ENSG00000180818	ENSMUSG00000022484	0.0	20.41820923698057	6.768257329745429	2.1460541633705802e-09
HOXC4	Hoxc4	ENSG00000198353	ENSMUSG00000075394	0.0	73.13656487162723	8.59039334777447	2.86526613689135e-10
NFE2	Nfe2	ENSG00000123405	ENSMUSG00000058794	52.694657543421066	32.161812567614334	0.763351644210014	0.0953855611370189
IKZF4	Ikzf4	ENSG00000123411	ENSMUSG00000002578	1004.3016673920437	37.48547819453954	-3.28355483049604	4.65518705051602e-09
STAT2	Stat2	ENSG00000170581	ENSMUSG00000040033	1528.1294757278035	1591.70559280556	1.50437026647041	1.2678573841330299e-06
STAT6	Stat6	ENSG00000166888	ENSMUSG00000002147	2794.2472535186266	916.0141771498307	-0.107212477637041	0.6490727490839909
GLI1	Gli1	ENSG00000111087	ENSMUSG00000025407	1024.0611745217557	357.2677504202797	-0.0487051895848336	0.795658396690716
DDIT3	Ddit3	ENSG00000175197	ENSMUSG00000025408	356.2781689015407	517.3790198461246	2.00833820020878	4.48829539338557e-06
E2F7	E2f7	ENSG00000165891	ENSMUSG00000020185	2096.6339408994168	372.96310896653034	-0.976379768341989	0.00033367998002386
NR2C1	Nr2c1	ENSG00000120798	ENSMUSG00000005897	1497.1925637355073	177.6200733159973	-1.5111573939750502	0.00014673902746562
ELK3	Elk3	ENSG00000111145	ENSMUSG00000008398	1004.3258570525444	232.55620872453002	-0.6049336369542211	0.0923926148974805
SPIC	Spic	ENSG00000166211	ENSMUSG00000004359	0.31136988462456333	322.2726839517633	10.2373640244562	1.18817751773679e-10
NFYB	Nfyb	ENSG00000120837	ENSMUSG00000020248	2680.12755493339	1368.44362043644	0.54280800510389	0.0147816156772007
PRDM4	Prdm4	ENSG00000110851	ENSMUSG00000035529	1515.3271238541001	831.936616131403	0.6006039895216171	0.000356034887344345
FOXN4	Foxn4	ENSG00000139445	ENSMUSG00000042002	18.072263072804265	62.4269942886688	3.11797607673594	3.5779480275601e-05
CUX2	Cux2	ENSG00000111249	ENSMUSG00000042589	568.5931487845113	96.06717887163985	-1.08170588606529	0.000184556942902981
TBX3	Tbx3	ENSG00000135111	ENSMUSG00000018604	4.879681809161906	4548.195850203343	11.2525439104476	3.7822313445445396e-12
HNF1A	Hnf1a	ENSG00000135100	ENSMUSG00000029556	88.95069943838713	90.5234245520399	1.49436151829864	8.828801987444891e-05
KDM2B	Kdm2b	ENSG00000089094	ENSMUSG00000029475	8777.07657326126	2535.9814698889763	-0.323540320395063	0.0276791330861234
