gene_id	rep1	rep2
ENSG00000157214	848	699
ENSG00000105792	194	110
ENSG00000234459	2	3
ENSG00000225498	0	0
ENSG00000283267	3	2
ENSG00000105793	1261	1111
ENSG00000280440	0	5
ENSG00000157224	3427	2968
ENSG00000273299	0	0
ENSG00000058091	3397	3240
ENSG00000251154	0	0
ENSG00000223969	18	45
ENSG00000223584	1	0
ENSG00000226254	0	0
ENSG00000157240	820	738
ENSG00000243144	2	3
ENSG00000225843	0	4
ENSG00000235450	0	2
ENSG00000223665	0	0
ENSG00000127989	817	664
ENSG00000127914	3385	2767
ENSG00000001630	640	399
ENSG00000240720	4	5
ENSG00000188693	5	6
ENSG00000001631	2339	1696
ENSG00000243107	9	6
ENSG00000001629	4275	3373
ENSG00000230927	5	0
ENSG00000270453	0	0
ENSG00000157259	3268	2350
ENSG00000244055	3	10
ENSG00000242950	36	22
ENSG00000127980	2036	1777
ENSG00000127993	649	456
ENSG00000278819	0	1
ENSG00000234545	2987	2094
ENSG00000105810	4372	3591
ENSG00000237819	18	21
ENSG00000205413	8	8
ENSG00000177409	4	0
ENSG00000188175	0	2
ENSG00000004766	818	679
ENSG00000004948	174	152
ENSG00000127928	17	18
ENSG00000237729	2	3
ENSG00000225898	0	0
ENSG00000213483	0	1
ENSG00000105825	431	392
ENSG00000234695	4	0
ENSG00000278388	0	0
ENSG00000127920	378	551
ENSG00000278959	0	4
ENSG00000105829	1162	951
ENSG00000236861	23	15
ENSG00000236453	1	10
ENSG00000236938	0	1
ENSG00000164692	7839	7018
ENSG00000127995	3149	2662
ENSG00000127990	1358	1140
ENSG00000242265	26224	22436
ENSG00000232385	4	0
ENSG00000214342	0	0
ENSG00000230682	0	0
ENSG00000219807	0	0
ENSG00000158528	1502	1099
ENSG00000271159	0	0
ENSG00000231153	2	0
ENSG00000236197	2	4
ENSG00000005421	9	6
ENSG00000237160	0	0
ENSG00000228751	0	0
ENSG00000105852	2	0
ENSG00000105854	2369	2052
ENSG00000273138	0	1
ENSG00000233942	0	2
ENSG00000005981	0	2
ENSG00000279525	0	0
ENSG00000004799	2	2
ENSG00000231170	0	0
ENSG00000158560	121	113
ENSG00000279067	2	2
ENSG00000004864	7990	5394
ENSG00000237551	0	0
ENSG00000275834	0	0
ENSG00000127922	4196	3463
ENSG00000227284	0	0
ENSG00000231764	17	5
ENSG00000006377	11	6
ENSG00000105880	51	20
ENSG00000196636	1131	986
ENSG00000224551	2	0
ENSG00000224475	0	1
ENSG00000226046	0	0
ENSG00000006128	81	62
ENSG00000070669	4820	3868
ENSG00000226744	3	0
ENSG00000231812	3	1
ENSG00000237818	0	0
ENSG00000231859	4	5
ENSG00000232032	2	0
ENSG00000232097	0	0
ENSG00000238228	10	6
ENSG00000183444	123	75
ENSG00000243554	106	49
ENSG00000135175	0	0
ENSG00000164715	3684	2513
ENSG00000180535	22	34
ENSG00000205356	1266	949
ENSG00000164713	2373	2103
ENSG00000006453	1856	1388
ENSG00000272950	0	8
ENSG00000214389	215	166
ENSG00000213455	0	0
ENSG00000223402	0	4
ENSG00000106236	1094	851
ENSG00000166448	70	103
ENSG00000196367	9587	6852
ENSG00000238109	6	4
ENSG00000242687	65	77
ENSG00000198742	2789	1938
ENSG00000185467	0	0
ENSG00000002079	11	12
ENSG00000241685	7129	5217
ENSG00000130429	2048	1658
ENSG00000106244	7299	5867
ENSG00000106245	1810	1266
ENSG00000106246	249	178
ENSG00000248919	13	2
ENSG00000160917	3462	2563
ENSG00000228335	4	3
ENSG00000241468	3250	2627
ENSG00000198556	556	394
ENSG00000160908	998	747
ENSG00000196652	2327	1710
ENSG00000221909	738	672
ENSG00000197343	3461	2672
ENSG00000272647	0	0
ENSG00000244219	2	2
ENSG00000197037	1455	1124
ENSG00000224448	4	0
ENSG00000106258	54	57
ENSG00000282301	0	0
ENSG00000282277	0	0
ENSG00000160870	0	0
ENSG00000160868	6	1
ENSG00000273407	0	0
ENSG00000261511	0	0
ENSG00000021461	0	4
ENSG00000260445	0	0
ENSG00000260524	0	0
ENSG00000244623	0	0
ENSG00000146833	982	738
ENSG00000176402	49	28
ENSG00000237640	6	6
ENSG00000160862	3	4
ENSG00000214313	18	17
ENSG00000235713	0	0
ENSG00000106261	3763	4049
ENSG00000166529	420	360
ENSG00000166526	3242	2474
ENSG00000168090	4548	3242
ENSG00000166508	21699	13812
ENSG00000221838	734	476
ENSG00000106290	2573	2166
ENSG00000242798	47	33
ENSG00000166997	548	469
ENSG00000214309	63	47
ENSG00000235077	1	2
ENSG00000214142	0	0
ENSG00000188186	2861	2202
ENSG00000146826	874	555
ENSG00000197093	324	345
ENSG00000213420	2083	1946
ENSG00000066923	339	244
ENSG00000239521	609	528
ENSG00000213413	29	36
ENSG00000214300	247	185
ENSG00000078319	163	155
ENSG00000242294	246	156
ENSG00000272752	6	6
ENSG00000121716	255	170
ENSG00000235333	0	0
ENSG00000085514	77	79
ENSG00000078487	49	63
ENSG00000146834	4676	2841
ENSG00000241357	1	0
ENSG00000160813	434	401
ENSG00000240211	4	6
ENSG00000185955	6	2
ENSG00000166925	1376	1092
ENSG00000166924	285	326
ENSG00000225807	0	0
ENSG00000106351	350	249
ENSG00000184414	19	45
ENSG00000205307	1	0
ENSG00000274272	65	77
ENSG00000077454	685	490
ENSG00000106336	28	42
ENSG00000224729	11	14
ENSG00000106333	677	735
ENSG00000106330	706	679
ENSG00000106327	79	112
ENSG00000077080	25	31
ENSG00000172354	6036	4510
ENSG00000146830	10396	6797
ENSG00000172336	2445	1568
ENSG00000130427	11	2
ENSG00000146839	4	9
ENSG00000196411	9412	6344
ENSG00000146828	2239	1436
ENSG00000236305	25	23
ENSG00000087077	6142	3874
ENSG00000087087	12437	7660
ENSG00000176125	109	81
ENSG00000087085	434	334
ENSG00000235926	0	2
ENSG00000169894	998	940
ENSG00000225946	85	151
ENSG00000205277	120	132
ENSG00000227053	33	28
ENSG00000169876	2	2
ENSG00000169871	2152	1697
ENSG00000106366	632	601
ENSG00000106367	2086	1744
ENSG00000128564	1940	1023
ENSG00000167011	12	9
ENSG00000106384	16	15
ENSG00000205267	6	4
ENSG00000213394	0	2
ENSG00000106397	2057	1534
ENSG00000106400	2547	1743
ENSG00000106404	213	143
ENSG00000214253	2596	1831
ENSG00000278683	19	25
ENSG00000214252	17	10
ENSG00000232301	1646	1173
ENSG00000232445	1655	1281
ENSG00000128581	1190	863
ENSG00000160963	3668	2857
ENSG00000233683	0	0
ENSG00000233123	0	0
ENSG00000106436	13	2
ENSG00000257923	4998	4092
ENSG00000259294	4	4
ENSG00000272219	6	11
ENSG00000261535	2	6
ENSG00000278586	0	0
ENSG00000160999	407	327
ENSG00000170409	2	0
ENSG00000228546	11	15
ENSG00000260097	46	15
ENSG00000128563	1380	907
ENSG00000239969	5	0
ENSG00000239486	9	15
ENSG00000239480	2	2
ENSG00000160991	2538	2094
ENSG00000160993	728	529
ENSG00000161036	1869	1122
ENSG00000005075	1743	1252
ENSG00000170667	10	18
ENSG00000272949	0	0
ENSG00000168255	440	241
ENSG00000270249	0	0
ENSG00000205238	25	16
ENSG00000105808	417	521
ENSG00000205236	0	0
ENSG00000267368	0	0
ENSG00000267645	0	0
ENSG00000173678	8	2
ENSG00000228049	43	40
ENSG00000233297	4	2
ENSG00000222011	257	172
ENSG00000213385	4	16
ENSG00000161040	183	97
ENSG00000128606	608	721
ENSG00000230257	0	0
ENSG00000236226	0	2
ENSG00000170632	3320	2313
ENSG00000233025	36	18
ENSG00000161048	731	512
ENSG00000224415	3	2
ENSG00000236848	2	2
ENSG00000279482	0	4
ENSG00000170629	160	97
ENSG00000237632	0	0
ENSG00000105819	4530	3449
ENSG00000105821	2912	1851
ENSG00000161057	6502	4258
ENSG00000235354	6	2
ENSG00000170615	2	11
ENSG00000234715	0	0
ENSG00000189056	93	54
ENSG00000164815	1729	1146
ENSG00000187416	9	6
ENSG00000197258	15	13
ENSG00000226869	3	2
ENSG00000237606	0	0
ENSG00000225329	0	5
ENSG00000237513	4	8
ENSG00000228393	23	37
ENSG00000239569	95	55
ENSG00000005483	4637	4812
ENSG00000272918	76	57
ENSG00000135250	3920	3264
ENSG00000270764	0	0
ENSG00000271482	0	0
ENSG00000213361	0	0
ENSG00000244490	2	0
ENSG00000242154	3	0
ENSG00000091127	4554	2974
ENSG00000223886	4	7
ENSG00000135249	1503	1047
ENSG00000185055	43	60
ENSG00000272604	47	49
ENSG00000231167	5	8
ENSG00000146776	2573	1781
ENSG00000226624	3	2
ENSG00000128536	226	187
ENSG00000280439	2	0
ENSG00000008282	3984	3224
ENSG00000242562	0	5
ENSG00000105835	6143	4891
ENSG00000273320	0	1
ENSG00000243438	0	0
ENSG00000243797	0	0
ENSG00000267052	0	0
ENSG00000253276	1086	929
ENSG00000228742	0	0
ENSG00000283585	1	2
ENSG00000105851	0	4
ENSG00000005249	2558	1757
ENSG00000243193	8	3
ENSG00000105856	1256	1108
ENSG00000272072	19	17
ENSG00000164597	1547	1405
ENSG00000228341	0	0
ENSG00000172209	6	8
ENSG00000105865	639	456
ENSG00000272854	0	2
ENSG00000075790	1613	1429
ENSG00000250474	9	9
ENSG00000225935	0	0
ENSG00000233705	4	1
ENSG00000091137	9	5
ENSG00000241764	49	40
ENSG00000105879	3138	2838
ENSG00000091138	0	0
ENSG00000229626	0	0
ENSG00000091140	5741	4381
ENSG00000091136	9406	7341
ENSG00000273055	23	25
ENSG00000091128	3	0
ENSG00000091129	1896	1586
ENSG00000135241	1585	1363
ENSG00000231006	0	10
ENSG00000177683	1643	1386
ENSG00000128590	874	687
ENSG00000225647	0	0
ENSG00000270425	0	0
ENSG00000205174	0	0
ENSG00000279043	4	6
ENSG00000229603	0	0
ENSG00000227968	0	0
ENSG00000230941	0	0
ENSG00000234273	53	55
ENSG00000230192	0	0
ENSG00000271368	0	1
ENSG00000237064	0	0
ENSG00000232199	0	0
ENSG00000278424	0	0
ENSG00000226965	0	2
ENSG00000184903	216	184
ENSG00000228540	0	0
ENSG00000173114	1017	928
ENSG00000243621	0	3
ENSG00000227948	2	2
ENSG00000128512	2845	2022
ENSG00000225572	6	6
ENSG00000234358	0	4
ENSG00000198839	1112	1023
ENSG00000226851	6	6
ENSG00000230999	0	0
ENSG00000232922	0	0
ENSG00000236232	0	0
ENSG00000006652	3283	2148
ENSG00000180019	0	0
ENSG00000181016	35	17
ENSG00000182965	0	1
ENSG00000223646	0	1
ENSG00000225358	0	0
ENSG00000146802	1371	1195
ENSG00000164603	625	575
ENSG00000234520	24	17
ENSG00000279288	0	0
ENSG00000164604	51	53
ENSG00000225457	0	0
ENSG00000214194	1284	1322
ENSG00000270997	0	0
ENSG00000278894	0	0
ENSG00000154415	2	0
ENSG00000128573	215	236
ENSG00000236580	0	0
ENSG00000224595	0	0
ENSG00000282859	2	0
ENSG00000135272	1838	1684
ENSG00000233607	0	2
ENSG00000225535	10	7
ENSG00000226962	0	0
ENSG00000244565	0	0
ENSG00000242072	0	0
ENSG00000240973	0	0
ENSG00000243345	0	0
ENSG00000105967	10	2
ENSG00000279086	0	2
ENSG00000135269	1963	1700
ENSG00000243243	1	0
ENSG00000237813	0	0
ENSG00000237870	0	1
ENSG00000105971	163	144
ENSG00000105974	1412	748
ENSG00000235427	0	0
ENSG00000243220	0	0
ENSG00000231210	0	0
ENSG00000105976	1045	750
ENSG00000198898	6291	4238
ENSG00000235945	4	2
ENSG00000227199	43	78
ENSG00000004866	916	656
ENSG00000214188	6	4
ENSG00000228368	0	1
ENSG00000213050	0	0
ENSG00000226367	0	0
ENSG00000227532	0	0
ENSG00000230785	0	0
ENSG00000224042	0	0
ENSG00000230605	0	0
ENSG00000105989	0	1
ENSG00000238202	0	0
ENSG00000154438	0	0
ENSG00000214684	0	0
ENSG00000001626	98	75
ENSG00000237974	0	0
ENSG00000232661	0	0
ENSG00000234001	0	0
ENSG00000083622	0	0
ENSG00000077063	1883	1214
ENSG00000224136	0	0
ENSG00000234826	0	0
ENSG00000128534	1993	1461
ENSG00000106013	0	0
ENSG00000229982	0	0
ENSG00000230520	0	0
ENSG00000270516	0	0
ENSG00000225546	0	0
ENSG00000233417	0	0
ENSG00000233969	0	0
ENSG00000184408	840	592
ENSG00000231295	2	8
ENSG00000106025	1354	1061
ENSG00000071243	1462	1044
ENSG00000106034	108	141
ENSG00000234927	0	0
ENSG00000002745	5	0
ENSG00000196937	4518	3757
ENSG00000213310	0	0
ENSG00000227371	0	0
ENSG00000234985	0	0
ENSG00000227743	0	0
ENSG00000233272	0	0
ENSG00000106278	31994	24679
ENSG00000008311	9532	7882
ENSG00000226636	2	0
ENSG00000234418	0	0
ENSG00000213302	2	0
ENSG00000128610	169	104
ENSG00000230316	149	81
ENSG00000081803	1197	715
ENSG00000240499	0	3
ENSG00000225795	0	0
ENSG00000235459	7	5
ENSG00000188050	2	0
ENSG00000235631	5	0
ENSG00000227573	0	0
ENSG00000128519	0	0
ENSG00000226680	0	0
ENSG00000081800	31	25
ENSG00000223595	0	0
ENSG00000164675	43	30
ENSG00000232524	9	7
ENSG00000128609	2986	2366
ENSG00000146809	0	1
ENSG00000230442	0	0
ENSG00000170807	8	8
ENSG00000106299	4964	3551
ENSG00000272686	170	198
ENSG00000228211	0	0
ENSG00000106302	0	2
ENSG00000106304	2	0
ENSG00000225583	0	0
ENSG00000241345	10	0
ENSG00000234224	94	85
ENSG00000242593	0	1
ENSG00000243574	0	0
ENSG00000241324	0	0
ENSG00000230268	0	0
ENSG00000213296	0	0
ENSG00000279419	8	7
ENSG00000170775	594	465
ENSG00000275356	0	0
ENSG00000128513	1377	1418
ENSG00000224897	55	68
ENSG00000186676	0	0
ENSG00000224899	7	6
ENSG00000205898	0	6
ENSG00000237764	0	0
ENSG00000219445	206	165
ENSG00000213291	0	0
ENSG00000234071	0	0
ENSG00000227847	2	0
ENSG00000227869	0	4
ENSG00000197462	464	504
ENSG00000241921	0	0
ENSG00000179603	179	127
ENSG00000227249	0	0
ENSG00000224981	4	0
ENSG00000230820	0	0
ENSG00000236340	0	0
ENSG00000236105	0	0
ENSG00000048405	569	501
ENSG00000279265	0	0
ENSG00000224138	9	2
ENSG00000280347	39	32
ENSG00000226770	0	0
ENSG00000179562	1539	1121
ENSG00000004059	4421	3273
ENSG00000106328	1	6
ENSG00000106331	2	0
ENSG00000240790	4	1
ENSG00000197157	15656	12111
ENSG00000240579	0	0
ENSG00000279078	10	9
ENSG00000128594	1963	1344
ENSG00000174697	3	6
ENSG00000272915	0	0
ENSG00000106344	4057	2747
ENSG00000242261	0	0
ENSG00000224940	84	86
ENSG00000106348	2419	1656
ENSG00000228700	0	0
ENSG00000273184	0	0
ENSG00000135245	1253	937
ENSG00000240758	0	0
ENSG00000272601	0	0
ENSG00000165055	1982	1680
ENSG00000273270	507	345
ENSG00000280828	23	11
ENSG00000213280	79	75
ENSG00000242588	107	51
ENSG00000243302	244	247
ENSG00000230715	87	68
ENSG00000229413	32	30
ENSG00000243679	164	155
ENSG00000281490	230	143
ENSG00000271553	5	4
ENSG00000241493	0	0
ENSG00000271344	4	0
ENSG00000239722	0	0
ENSG00000135248	257	152
ENSG00000128595	16496	13492
ENSG00000128617	103	72
ENSG00000128596	1508	1357
ENSG00000128591	4920	3374
ENSG00000242902	4	1
ENSG00000135253	640	490
ENSG00000128524	1481	1192
ENSG00000272899	77	51
ENSG00000224163	0	0
ENSG00000128604	14	10
ENSG00000275106	4	4
ENSG00000064419	11015	7772
ENSG00000244556	23	8
ENSG00000230359	24	20
ENSG00000242162	0	0
ENSG00000241102	0	0
ENSG00000241573	0	0
ENSG00000240416	0	0
ENSG00000230626	3	2
ENSG00000158457	1678	1229
ENSG00000128602	6945	4928
ENSG00000243230	35	18
ENSG00000158467	2266	2068
ENSG00000238072	0	0
ENSG00000128578	991	688
ENSG00000239919	0	0
ENSG00000240204	14	7
ENSG00000273329	154	98
ENSG00000106459	1576	1082
ENSG00000242078	0	0
ENSG00000186591	6226	5430
ENSG00000244036	14	14
ENSG00000091732	1892	1406
ENSG00000128607	2045	1534
ENSG00000229196	2	0
ENSG00000146842	2114	1843
ENSG00000240571	4	13
ENSG00000165120	0	0
ENSG00000270992	0	0
ENSG00000158516	24	4
ENSG00000128510	6	17
ENSG00000158525	2	3
ENSG00000091704	9	0
ENSG00000106477	1123	1063
ENSG00000259920	2	2
ENSG00000272701	45	58
ENSG00000106484	11638	9150
ENSG00000270823	26	42
ENSG00000158623	2373	2072
ENSG00000270953	4	6
ENSG00000226045	4	4
ENSG00000213265	8	3
ENSG00000266265	0	0
ENSG00000271522	1	2
ENSG00000229858	0	0
ENSG00000240680	0	0
ENSG00000232716	0	0
ENSG00000233559	3	0
ENSG00000226380	17	10
ENSG00000271204	0	5
ENSG00000273319	6	3
ENSG00000231721	42	35
ENSG00000128585	3423	2502
ENSG00000233287	0	0
ENSG00000236753	119	104
ENSG00000273489	23	15
ENSG00000128567	61195	43729
ENSG00000224545	5	1
ENSG00000213261	25	14
ENSG00000236238	0	0
ENSG00000236395	0	0
ENSG00000236281	0	2
ENSG00000233263	0	0
ENSG00000236386	0	0
ENSG00000224865	0	2
ENSG00000229532	0	0
ENSG00000221866	367	264
ENSG00000225144	0	0
ENSG00000223436	0	0
ENSG00000183470	0	0
ENSG00000225881	0	0
ENSG00000106554	6503	4881
ENSG00000227197	1	0
ENSG00000283041	1141	1045
ENSG00000237821	4	0
ENSG00000131558	5214	4415
ENSG00000235429	0	0
ENSG00000235967	0	0
ENSG00000226205	0	0
ENSG00000155530	130	100
ENSG00000231098	0	0
ENSG00000205060	5124	3829
ENSG00000229177	0	0
ENSG00000273297	8	2
ENSG00000085662	7693	5255
ENSG00000198074	49	7
ENSG00000227471	1	7
ENSG00000172331	1077	811
ENSG00000224375	0	0
ENSG00000230101	0	0
ENSG00000122786	16369	13611
ENSG00000146856	135	90
ENSG00000122783	1043	688
ENSG00000223500	0	0
ENSG00000146859	574	456
ENSG00000272941	14	3
ENSG00000105875	594	483
ENSG00000231794	0	2
ENSG00000146857	0	0
ENSG00000276067	0	0
ENSG00000080802	1848	1537
ENSG00000227073	0	0
ENSG00000155561	17703	12740
ENSG00000271414	2	0
ENSG00000223718	0	1
ENSG00000243317	4335	3509
ENSG00000164707	164	179
ENSG00000273219	0	0
ENSG00000189320	0	2
ENSG00000224746	8	4
ENSG00000105887	6710	5161
ENSG00000267697	0	0
ENSG00000230649	0	0
ENSG00000232053	0	0
ENSG00000236503	0	0
ENSG00000226066	0	0
ENSG00000234352	7	28
ENSG00000231244	1	0
ENSG00000181072	4	7
ENSG00000223657	0	0
ENSG00000224469	0	0
ENSG00000105894	6375	8245
ENSG00000231114	8	5
ENSG00000228031	0	0
ENSG00000157680	278	173
ENSG00000230383	4	3
ENSG00000182158	4141	3455
ENSG00000237243	0	0
ENSG00000122787	21	11
ENSG00000234639	0	0
ENSG00000231923	0	0
ENSG00000231931	0	0
ENSG00000233951	0	0
ENSG00000225559	0	2
ENSG00000213238	0	0
ENSG00000213237	1	0
ENSG00000214815	0	0
ENSG00000122779	20761	14048
ENSG00000234995	0	1
ENSG00000157703	40	39
ENSG00000234658	2	0
ENSG00000243099	0	0
ENSG00000223721	0	0
ENSG00000105929	34	32
ENSG00000214128	14	11
ENSG00000122778	3243	2606
ENSG00000146858	340	228
ENSG00000105939	5830	3667
ENSG00000229677	2	4
ENSG00000105948	729	619
ENSG00000239254	6	7
ENSG00000271537	2	1
ENSG00000228360	2	5
ENSG00000271404	0	0
ENSG00000157741	4366	3172
ENSG00000164898	126	112
ENSG00000146963	2055	1427
ENSG00000269955	0	0
ENSG00000273391	28	17
ENSG00000188883	486	285
ENSG00000253183	2	5
ENSG00000236279	4	8
ENSG00000254270	0	0
ENSG00000064393	4641	4402
ENSG00000059377	22	41
ENSG00000059378	431	303
ENSG00000006459	1458	1290
ENSG00000260231	137	170
ENSG00000270512	0	0
ENSG00000241661	2	0
ENSG00000157800	2937	2578
ENSG00000146955	71	56
ENSG00000103200	0	1
ENSG00000133606	4727	3883
ENSG00000146966	1184	1279
ENSG00000133597	197	207
ENSG00000090266	2152	1385
ENSG00000240889	14	3
ENSG00000157764	1971	1527
ENSG00000271611	0	0
ENSG00000242703	0	0
ENSG00000090263	1252	936
ENSG00000261115	1812	1275
ENSG00000261778	0	0
ENSG00000261624	0	0
ENSG00000204990	0	2
ENSG00000261629	0	2
ENSG00000261797	1	0
ENSG00000261570	3	4
ENSG00000006530	1745	1589
ENSG00000244701	43	28
ENSG00000257093	3825	2932
ENSG00000270157	85	68
ENSG00000228775	2	16
ENSG00000214102	1	1
ENSG00000106028	5911	4249
ENSG00000127362	4	8
ENSG00000127364	18	11
ENSG00000270923	9	4
ENSG00000127366	23	15
ENSG00000241926	0	0
ENSG00000224354	1	0
ENSG00000239648	0	0
ENSG00000240677	0	0
ENSG00000165076	2	7
ENSG00000240031	0	0
ENSG00000237621	0	0
ENSG00000257335	8	14
ENSG00000244292	0	0
ENSG00000258083	0	0
ENSG00000258227	0	0
ENSG00000257138	0	0
ENSG00000257743	3	6
ENSG00000240268	0	0
ENSG00000258223	0	0
ENSG00000186163	0	0
ENSG00000241881	0	0
ENSG00000277083	0	0
ENSG00000242736	0	0
ENSG00000226660	0	0
ENSG00000237702	0	0
ENSG00000211710	0	0
ENSG00000211734	0	0
ENSG00000211706	0	0
ENSG00000211707	0	0
ENSG00000211745	0	0
ENSG00000243889	0	0
ENSG00000242771	0	0
ENSG00000211713	0	0
ENSG00000211714	0	0
ENSG00000239944	0	2
ENSG00000211715	0	2
ENSG00000211716	0	0
ENSG00000211717	0	0
ENSG00000211720	0	0
ENSG00000244661	0	0
ENSG00000229769	0	0
ENSG00000241657	0	0
ENSG00000211739	0	0
ENSG00000211721	0	0
ENSG00000253409	0	0
ENSG00000230099	2	3
ENSG00000211724	0	0
ENSG00000227550	0	0
ENSG00000211725	0	0
ENSG00000253188	0	0
ENSG00000211727	0	0
ENSG00000211728	0	0
ENSG00000253534	0	0
ENSG00000253291	0	0
ENSG00000211731	0	0
ENSG00000211746	0	0
ENSG00000211747	2	2
ENSG00000251578	0	0
ENSG00000240578	0	0
ENSG00000211749	0	0
ENSG00000211750	0	0
ENSG00000270672	6	1
ENSG00000282499	0	0
ENSG00000211772	386	220
ENSG00000239992	0	0
ENSG00000249912	1	2
ENSG00000241911	0	0
ENSG00000211752	11	2
ENSG00000211753	0	0
ENSG00000244273	0	0
ENSG00000232869	0	0
ENSG00000204983	37	24
ENSG00000250591	2	2
ENSG00000243661	0	0
ENSG00000282431	0	0
ENSG00000211764	0	0
ENSG00000211765	3	0
ENSG00000211766	2	1
ENSG00000211767	0	0
ENSG00000211768	2	2
ENSG00000211769	0	0
ENSG00000211770	1	0
ENSG00000211771	0	1
ENSG00000237254	2	0
ENSG00000106123	849	646
ENSG00000165125	49	28
ENSG00000224970	0	0
ENSG00000127412	4	0
ENSG00000165131	6	2
ENSG00000197993	449	255
ENSG00000179468	0	0
ENSG00000239293	0	0
ENSG00000225781	0	0
ENSG00000179420	0	0
ENSG00000159763	0	0
ENSG00000236398	0	0
ENSG00000268170	2	0
ENSG00000221937	0	0
ENSG00000279223	0	0
ENSG00000197448	1354	1017
ENSG00000231840	2	4
ENSG00000178826	19	48
ENSG00000106144	3363	2294
ENSG00000231531	0	0
ENSG00000188037	32	24
ENSG00000159784	2532	1906
ENSG00000272619	33	35
ENSG00000232533	397	236
ENSG00000159840	12175	8016
ENSG00000146904	7668	5067
ENSG00000229153	186	168
ENSG00000234066	0	6
ENSG00000185899	4	2
ENSG00000221855	0	0
ENSG00000236853	0	0
ENSG00000176510	0	0
ENSG00000229977	0	0
ENSG00000229877	0	0
ENSG00000271079	0	0
ENSG00000230556	0	0
ENSG00000223459	85	81
ENSG00000170379	7	7
ENSG00000283537	0	0
ENSG00000283528	0	0
ENSG00000271321	0	4
ENSG00000253882	3	4
ENSG00000241136	0	0
ENSG00000232145	0	0
ENSG00000159860	0	3
ENSG00000198420	4341	3998
ENSG00000221910	0	0
ENSG00000243583	4	0
ENSG00000213215	0	0
ENSG00000270729	0	0
ENSG00000273377	0	0
ENSG00000242280	0	0
ENSG00000221813	0	0
ENSG00000221836	0	0
ENSG00000221933	0	0
ENSG00000239967	0	0
ENSG00000221858	0	0
ENSG00000221989	0	0
ENSG00000221938	0	0
ENSG00000239981	0	0
ENSG00000273234	0	0
ENSG00000183122	2	0
ENSG00000240621	0	0
ENSG00000225932	0	0
ENSG00000213214	455	290
ENSG00000244198	44	32
ENSG00000212807	0	0
ENSG00000170356	2	11
ENSG00000244479	297	243
ENSG00000243896	14	6
ENSG00000244693	2	2
ENSG00000204959	402	264
ENSG00000228960	6	10
ENSG00000221970	10	0
ENSG00000050327	699	460
ENSG00000106410	0	0
ENSG00000242978	0	0
ENSG00000196511	188	175
ENSG00000243746	2	0
ENSG00000236343	0	0
ENSG00000214035	0	0
ENSG00000225918	0	1
ENSG00000226592	0	0
ENSG00000231839	0	0
ENSG00000230746	0	0
ENSG00000280144	0	0
ENSG00000174469	21633	17252
ENSG00000236795	0	0
ENSG00000226857	0	0
ENSG00000232391	0	0
ENSG00000230190	0	0
ENSG00000270634	0	0
ENSG00000274133	0	0
ENSG00000283504	1	2
ENSG00000283648	0	2
ENSG00000213210	1	0
ENSG00000170279	0	0
ENSG00000213209	0	0
ENSG00000270200	0	0
ENSG00000273314	213	119
ENSG00000055130	8616	5605
ENSG00000106462	5845	3963
ENSG00000281189	35	29
ENSG00000155660	18322	13058
ENSG00000234565	0	0
ENSG00000197362	838	625
ENSG00000204947	428	365
ENSG00000197024	4731	3375
ENSG00000239719	12	9
ENSG00000170265	2626	1814
ENSG00000170260	1156	888
ENSG00000204946	468	467
ENSG00000271664	4	8
ENSG00000244560	48	61
ENSG00000231397	0	0
ENSG00000215311	2	3
ENSG00000228151	7	5
ENSG00000261842	2	0
ENSG00000196453	1219	1004
ENSG00000181220	1413	1165
ENSG00000133624	398	270
ENSG00000133619	1069	684
ENSG00000181444	101	56
ENSG00000197558	65	86
ENSG00000106479	249	290
ENSG00000280149	4	6
ENSG00000273419	4	4
ENSG00000204934	40	44
ENSG00000171130	550	467
ENSG00000273293	0	0
ENSG00000279536	2	0
ENSG00000273011	1	4
ENSG00000224016	3	2
ENSG00000260555	0	0
ENSG00000241449	0	8
ENSG00000276538	0	0
ENSG00000106526	57	28
ENSG00000127399	2163	1812
ENSG00000188707	1007	550
ENSG00000106538	2705	1567
ENSG00000261305	11	10
ENSG00000240449	26	23
ENSG00000214022	6026	4749
ENSG00000196456	1668	1218
ENSG00000239377	17	13
ENSG00000242258	6	4
ENSG00000171115	2	2
ENSG00000271582	0	0
ENSG00000213205	0	0
ENSG00000179144	0	0
ENSG00000243853	0	0
ENSG00000133574	6	12
ENSG00000271568	0	0
ENSG00000232361	0	0
ENSG00000133561	2	0
ENSG00000270990	0	0
ENSG00000106560	0	6
ENSG00000213203	6	1
ENSG00000281887	0	0
ENSG00000196329	2	0
ENSG00000177590	0	0
ENSG00000241134	0	0
ENSG00000106565	26	25
ENSG00000002933	10	18
ENSG00000002726	8	14
ENSG00000055118	753	769
ENSG00000164867	203	236
ENSG00000181652	143	141
ENSG00000197150	1532	989
ENSG00000243433	13	11
ENSG00000213199	77	44
ENSG00000164885	890	639
ENSG00000164889	4478	2818
ENSG00000244151	14	13
ENSG00000164896	2372	1564
ENSG00000164897	1894	1438
ENSG00000133612	2979	2331
ENSG00000164900	10	14
ENSG00000146926	2	0
ENSG00000278685	2	6
ENSG00000033050	6034	3778
ENSG00000033100	1717	1299
ENSG00000082014	446	399
ENSG00000272661	0	0
ENSG00000243018	2	0
ENSG00000013374	2800	2241
ENSG00000187260	533	487
ENSG00000243836	47	47
